Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,S_P500,SOXX,ADR,TaiwanAll
2013/3/21,98.8,100.5,98.7,98.7,100.2,101.75,103.05,101.26,58468,50616,45630,-0.66,0.03,-0.69,11.62%,24.87%,1558.71,432.01,17.25,7811.84
2013/3/22,98.6,99.1,98,98,99.2,101.2,102.68,101.29,44937,52477,45520,-0.89,-0.16,-0.73,7.74%,19.16%,1545.8,425.25,16.889999,7796.22
2013/3/25,99.9,100.5,99.2,99.5,99,100.95,102.3,101.32,25470,48733,44457,-0.94,-0.31,-0.63,12.31%,16.88%,1556.89,430.08,17.07,7856.12
2013/3/26,99.2,99.4,98.8,99,98.8,100.6,102,101.37,27220,44024,44173,-1.02,-0.45,-0.57,12.97%,15.57%,1551.69,429.17,16.950001,7856.36
2013/3/27,99,100.5,98.8,100.5,99.14,100.2,101.85,101.47,29969,37213,41374,-0.99,-0.56,-0.43,20.55%,17.23%,1563.77,433.07,17.07,7894.12
2013/3/28,100,100.5,99.3,100,99.4,99.8,101.63,101.54,29558,31431,41023,-0.97,-0.64,-0.32,30.37%,21.61%,1562.85,433.53,17.17,7866.88
2013/3/29,100,101,99.8,100.5,99.9,99.55,101.4,101.63,19003,26244,39360,-0.9,-0.69,-0.2,44.05%,29.09%,1569.19,436.66,17.190001,7918.61
2013/4/1,101,102,100.5,101,100.2,99.6,101.35,101.7,16375,24425,36579,-0.78,-0.71,-0.07,54.37%,37.52%,1569.19,436.66,17.190001,7899.24
2013/4/2,100.5,101,99.8,100.5,100.5,99.65,101.18,101.78,22334,23448,33736,-0.73,-0.71,-0.01,57.08%,44.04%,1562.17,427.8,17.08,7913.18
2013/4/3,101.5,101.5,100,100.5,100.5,99.82,101,101.86,27097,22873,30043,-0.67,-0.7,0.04,58.89%,48.99%,1570.25,424.21,17.110001,7942.35
2013/4/8,99,99.5,98.5,98.5,100.2,99.8,100.78,101.88,58368,28635,30033,-0.76,-0.72,-0.05,39.26%,45.74%,1553.69,415.81,16.74,7752.79
2013/4/9,98,98.5,97.5,97.5,99.6,99.75,100.48,101.85,41316,33098,29671,-0.91,-0.75,-0.15,26.17%,39.22%,1563.07,424.17,16.84,7728.54
2013/4/10,98.8,98.8,97.7,98.3,99.06,99.63,100.29,101.8,36747,37172,30799,-0.97,-0.8,-0.17,23.37%,33.94%,1568.61,428.14,16.950001,7752.8
2013/4/11,99,101.5,98.8,101.5,99.26,99.88,100.24,101.8,57867,44279,33863,-0.8,-0.8,-0.01,45.21%,37.70%,1587.73,437.34,17.190001,7857.98
2013/4/12,101.5,101.5,100,100.5,99.26,99.88,100.04,101.8,19568,42773,32823,-0.68,-0.78,0.09,52.36%,42.59%,1593.37,435.63,17.34,7821.63
2013/4/15,100.5,101,99.1,99.4,99.44,99.82,99.81,101.8,23441,35788,32212,-0.65,-0.75,0.1,48.98%,44.72%,1588.85,433.63,17.309999,7763.53
2013/4/16,98.2,101,98.2,100.5,100.04,99.82,99.69,101.81,35919,34708,33903,-0.59,-0.72,0.13,57.66%,49.03%,1552.36,422.67,16.889999,7801.05
2013/4/17,101.5,101.5,99.7,100,100.38,99.72,99.66,101.79,35897,34538,35855,-0.52,-0.68,0.16,59.27%,52.44%,1574.57,431.85,17.24,7809.07
2013/4/18,100,101,99.4,99.9,100.06,99.66,99.66,101.77,33084,29582,36930,-0.47,-0.64,0.16,59.51%,54.80%,1552.01,417.65,17.08,7791.35
2013/4/19,105.5,106.5,105.5,106.5,101.26,100.26,100.04,101.85,66950,39058,40916,0.06,-0.5,0.56,73.01%,60.87%,1541.61,413.88,17.940001,7930.8
2013/4/22,108.5,109.5,107.5,108.5,103.08,101.26,100.53,101.98,72502,48870,42329,0.66,-0.27,0.92,79.18%,66.97%,1555.25,416.97,18.799999,7970.38
2013/4/23,106.5,107.5,105.5,106,104.18,102.11,100.93,102.09,46146,50916,42812,0.94,-0.03,0.96,75.80%,69.91%,1562.5,421.37,18.5,7942.77
2013/4/24,106.5,107,104.5,106,105.38,102.88,101.26,102.21,35496,50836,42687,1.12,0.2,0.91,73.54%,71.12%,1578.78,430.21,18.280001,8023.71
2013/4/25,106,107,105.5,107,106.8,103.43,101.66,102.3,26288,49476,39529,1.3,0.42,0.88,74.99%,72.41%,1578.79,435.65,18.440001,8021.75
2013/4/26,107,109,107,108.5,107.2,104.23,102.06,102.43,36777,43442,41250,1.57,0.65,0.91,80.37%,75.06%,1585.16,439.98,18.690001,8022.06
2013/4/29,108.5,108.5,107.5,108,107.1,105.09,102.46,102.55,21092,33160,41015,1.73,0.87,0.87,81.97%,77.36%,1582.24,435.29,18.530001,8029.74
2013/4/30,108.5,109.5,108.5,109.5,107.8,105.99,102.91,102.69,34613,30853,40885,1.94,1.08,0.86,87.98%,80.90%,1593.61,440.8,18.83,8093.66
2013/5/2,110,111,109,110.5,108.7,107.04,103.38,102.87,38797,31513,41175,2.17,1.3,0.87,89.42%,83.74%,1597.57,444.36,19.08,8128.51
2013/5/3,111.5,112.5,110,110,109.3,108.05,103.86,103.05,36622,33580,41528,2.35,1.51,0.84,82.53%,83.34%,1582.7,440.8,19.110001,8135.03
2013/5/6,111.5,111.5,110.5,111.5,109.9,108.55,104.41,103.25,19394,30104,36773,2.51,1.71,0.8,84.19%,83.62%,1597.59,446.89,19.530001,8169.05
2013/5/7,112,113,111,112.5,110.8,108.95,105.11,103.44,22448,30375,31767,2.69,1.91,0.78,87.50%,84.91%,1614.42,450.92,19.41,8163.06
2013/5/8,112.5,115,112.5,114.5,111.8,109.8,105.96,103.66,42510,31954,31404,2.95,2.12,0.84,89.91%,86.58%,1617.5,453.47,19.549999,8267.09
2013/5/9,116,116,114.5,115,112.7,110.7,106.79,103.89,27606,29716,30615,3.2,2.33,0.87,89.57%,87.58%,1625.96,453.62,19.469999,8285.89
2013/5/10,115,115,113.5,114.5,113.6,111.45,107.44,104.1,27537,27899,30740,3.3,2.53,0.77,87.16%,87.44%,1632.69,459.47,20.209999,8280.26
2013/5/13,115,115.5,114,114.5,114.2,112.05,108.14,104.29,18263,27673,28888,3.36,2.69,0.67,84.78%,86.55%,1626.67,461.85,20.209999,8248.32
2013/5/14,115.5,116.5,115,115.5,114.8,112.8,108.95,104.5,27855,28754,29565,3.45,2.84,0.6,85.41%,86.17%,1633.7,465.94,20.17,8251.82
2013/5/15,115,116,113.5,115,114.9,113.35,109.67,104.67,29108,26074,29014,3.42,2.96,0.46,82.58%,84.97%,1633.77,461.28,19.93,8318.59
2013/5/16,115,116,113,113.5,114.6,113.65,110.35,104.78,45770,29707,29711,3.29,3.02,0.26,71.72%,80.55%,1650.34,463.33,19.889999,8390.05
2013/5/17,112,113.5,111.5,113.5,114.4,114,111.03,104.89,19316,28062,27981,3.07,3.03,0.03,62.96%,74.69%,1658.78,467.82,19.799999,8368.19
2013/5/20,112.5,114,112.5,114,114.3,114.25,111.4,104.97,16882,27786,27730,2.91,3.01,-0.1,58.64%,69.34%,1650.47,464.28,19.450001,8377.05
2013/5/21,113,113.5,112,112.5,113.7,114.25,111.6,105.06,17238,25663,27209,2.67,2.94,-0.27,45.76%,61.48%,1667.47,470.63,19.51,8383.05
2013/5/22,112.5,113.5,111,112,113.1,114,111.9,105.17,34068,26655,26364,2.42,2.84,-0.42,36.57%,53.18%,1666.29,469.12,19.370001,8398.84
2013/5/23,110.5,111.5,108,108,112,113.3,112,105.19,46875,26876,28291,1.93,2.65,-0.73,24.38%,43.58%,1669.16,469.03,19.23,8237.83
2013/5/24,109.5,110.5,108.5,109.5,111.2,112.8,112.13,105.26,26736,28360,28211,1.57,2.44,-0.86,22.14%,36.43%,1655.35,461.62,18.889999,8209.78
2013/5/27,109.5,112,109.5,112,110.8,112.55,112.3,105.4,19161,28816,28301,1.43,2.24,-0.81,31.42%,34.76%,1650.51,461.75,18.75,8280.1
2013/5/28,112,112.5,109.5,109.5,110.2,111.95,112.38,105.49,22762,29920,27792,1.21,2.03,-0.82,27.20%,32.24%,1649.6,461.5,18.860001,8263.05
2013/5/29,110.5,112,110.5,111,110,111.55,112.45,105.59,16782,26463,26559,1.09,1.84,-0.75,34.80%,33.09%,1660.06,465.94,19.049999,8337.9
2013/5/30,111,111.5,109.5,110,110.4,111.2,112.43,105.72,36122,24313,25594,0.92,1.66,-0.74,34.31%,33.50%,1648.36,467.29,19.24,8243.29
2013/5/31,111.5,111.5,109,109.5,110.4,110.8,112.4,105.81,37206,26407,27383,0.74,1.48,-0.73,31.96%,32.99%,1654.41,474.43,18.969999,8254.8
2013/6/3,108,108.5,106.5,107.5,109.5,110.15,112.2,105.87,35834,29741,29278,0.41,1.26,-0.85,26.07%,30.68%,1630.74,468.63,18.66,8201.02
2013/6/4,109,110,107.5,109,109.4,109.8,112.03,105.97,27477,30684,30302,0.25,1.06,-0.81,31.27%,30.88%,1640.42,470.72,18.709999,8191.22
2013/6/5,109.5,110.5,108.5,109.5,109.1,109.55,111.78,106.07,25581,32444,29454,0.17,0.88,-0.71,37.51%,33.09%,1631.38,472.45,18.940001,8181.91
