丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2017/5/18,214.5,218,210,217,218.9,208.1,196.5,185.27,3517,7243,5825,9.78,7.19,2.6,67.31%,72.02%,64.98%,66.10%,29.97%,28.59%
2017/5/19,219,219.5,213,213,217.1,210.1,198.18,185.75,2506,5532,5721,9.64,7.68,1.97,61.88%,68.64%,57.02%,61.67%,29.46%,29.03%
2017/5/22,219,223.5,216,216.5,216.2,212.5,199.98,186.37,4627,5277,5980,9.7,8.08,1.62,59.57%,65.61%,61.92%,63.97%,29.05%,29.04%
2017/5/23,217.5,226,215.5,223.5,217.9,215.85,202,187.06,3436,3859,6194,9.96,8.46,1.5,60.19%,63.81%,70.10%,68.16%,29.38%,29.21%
2017/5/24,221.5,227.5,220,222.5,218.5,217.2,203.8,187.73,2974,3412,5812,10.13,8.79,1.34,58.35%,61.99%,67.61%,66.94%,29.50%,29.36%
2017/5/25,229,231,221,222,219.5,219.2,205.7,188.32,3101,3329,5286,10.21,9.08,1.14,53.72%,59.23%,66.20%,66.30%,28.79%,29.07%
2017/5/26,224,224,217,217.5,220.4,218.75,207.45,188.79,1692,3166,4349,9.76,9.21,0.55,45.07%,54.51%,54.02%,60.59%,27.01%,28.04%
2017/5/31,221,225,220.5,222,221.5,218.85,209.53,189.38,2565,2754,4015,9.57,9.28,0.29,49.09%,52.71%,62.34%,63.98%,24.61%,26.33%
2017/6/1,224.5,224.5,221.5,223,221.4,219.65,211.13,189.96,1692,2405,3132,9.36,9.3,0.06,53.36%,52.93%,64.07%,64.71%,23.63%,24.98%
2017/6/2,223.5,223.5,220.5,221.5,221.2,219.85,212.6,190.6,1199,2050,2731,8.99,9.24,-0.25,51.32%,52.39%,59.17%,62.62%,22.30%,23.64%
2017/6/3,222,237.5,222,233,223.4,221.45,214.78,191.47,4757,2381,2855,9.36,9.26,0.1,60.73%,55.17%,76.03%,70.57%,21.23%,22.43%
2017/6/5,231.5,232,227.5,232,226.3,223.35,216.73,192.33,2478,2538,2852,9.51,9.31,0.2,65.48%,58.61%,72.89%,69.17%,19.98%,21.21%
2017/6/6,243.5,245,227,227,227.3,224.4,218.45,193.08,8686,3762,3258,9.57,9.36,0.2,55.56%,57.59%,58.41%,62.44%,17.39%,19.30%
2017/6/7,230.5,232.5,223.5,226,227.9,224.65,220.25,193.93,2797,3983,3194,9.14,9.32,-0.18,47.76%,54.31%,55.75%,61.14%,12.75%,16.02%
2017/6/8,230.5,234,228.5,229,229.4,225.3,221.25,194.88,2417,4227,3138,8.95,9.25,-0.29,46.12%,51.58%,61.98%,63.62%,12.24%,14.13%
2017/6/9,232.5,233,227,227,228.2,225.8,222.5,195.78,1729,3621,3001,8.58,9.11,-0.54,39.59%,47.59%,55.71%,60.80%,9.41%,11.77%
2017/6/12,223,226.5,222,223.5,226.5,226.4,222.58,196.57,1137,3353,2946,7.81,8.85,-1.04,30.48%,41.88%,45.94%,56.06%,9.41%,10.59%
2017/6/13,225,225,216,216.5,224.4,225.85,222.35,197.24,3132,2242,3002,6.7,8.42,-1.72,20.89%,34.89%,32.34%,47.91%,9.70%,10.14%
2017/6/14,221,221.5,212,216.5,222.5,225.2,222.43,197.91,3177,2318,3151,5.6,7.86,-2.26,18.47%,29.42%,32.34%,47.91%,9.53%,9.84%
2017/6/15,217.5,220,214,217.5,220.2,224.8,222.33,198.5,1590,2153,3190,4.72,7.23,-2.51,17.87%,25.57%,36.23%,49.17%,9.66%,9.75%
2017/6/16,218,218.5,214.5,217.5,218.3,223.25,222.35,199.13,1231,2053,2837,3.96,6.58,-2.61,17.47%,22.87%,36.23%,49.17%,9.62%,9.69%
2017/6/19,218.5,225.5,217,221.5,217.9,222.2,222.78,199.87,3368,2500,2926,3.67,6,-2.32,26.04%,23.93%,52.07%,54.40%,8.81%,9.25%
2017/6/20,222.5,224,217,217.5,218.1,221.25,222.83,200.58,2503,2374,2308,3.21,5.44,-2.23,25.69%,24.51%,40.11%,48.91%,8.70%,8.98%
2017/6/21,216.5,221.5,215,220,218.8,220.65,222.65,201.3,1914,2121,2220,2.82,4.92,-2.09,29.83%,26.29%,48.91%,52.20%,8.77%,8.87%
2017/6/22,220,221.5,218.5,219,219.1,219.65,222.48,202.08,1533,2110,2131,2.52,4.44,-1.92,35.98%,29.52%,45.69%,50.77%,8.90%,8.89%
2017/6/23,221,223,217,217.5,219.1,218.7,222.25,202.8,1952,2254,2154,2.19,3.99,-1.8,37.56%,32.20%,40.85%,48.60%,9.12%,9.00%
2017/6/26,216,219.5,216,218,218.4,218.15,222.28,203.53,1121,1805,2152,1.84,3.56,-1.72,39.86%,34.75%,43.25%,49.38%,9.08%,9.04%
2017/6/27,217.5,218.5,214,215,217.9,218,221.93,204.21,1729,1650,2012,1.36,3.12,-1.76,29.47%,32.99%,33.45%,44.88%,9.53%,9.28%
2017/6/28,214,219.5,214,217.5,217.4,218.1,221.65,204.94,2466,1760,1941,1.1,2.71,-1.62,29.79%,31.93%,45.75%,49.10%,9.69%,9.48%
2017/6/29,220,220,215.5,218,217.2,218.15,221.48,205.7,1984,1850,1980,0.93,2.36,-1.43,31.46%,31.77%,48.05%,49.94%,9.80%,9.64%
2017/6/30,216.5,216.5,213,215,216.7,217.9,220.58,206.31,1663,1793,2023,0.55,2,-1.44,27.03%,30.19%,36.80%,45.09%,8.90%,9.27%
2017/7/3,216,216.5,210,210,215.1,216.75,219.48,206.83,1458,1860,1832,-0.01,1.6,-1.6,18.02%,26.13%,25.07%,38.32%,8.54%,8.90%
2017/7/4,210.5,213,207.5,207.5,213.6,215.75,218.5,207.2,2370,1988,1819,-0.67,1.14,-1.81,12.01%,21.43%,21.04%,35.42%,9.21%,9.06%
2017/7/5,209,209.5,204.5,206,211.3,214.35,217.5,207.55,3182,2131,1946,-1.36,0.64,-2.01,10.71%,17.86%,18.86%,33.75%,9.96%,9.51%
2017/7/6,207.5,210.5,206,208,209.3,213.25,216.45,208,3028,2340,2095,-1.77,0.16,-1.93,14.67%,16.79%,30.40%,38.00%,9.45%,9.48%
2017/7/7,205.5,207,196,199,206.1,211.4,215.05,208.22,4821,2972,2382,-2.69,-0.41,-2.28,13.95%,15.84%,17.19%,28.89%,10.82%,10.15%
2017/7/10,202.5,203,199,201,204.3,209.7,213.93,208.53,1301,2940,2400,-3.32,-0.99,-2.33,16.24%,15.98%,25.79%,32.80%,11.66%,10.90%
2017/7/11,202,206,200.5,205.5,203.9,208.75,213.38,209.01,1749,2816,2402,-3.51,-1.5,-2.02,24.02%,18.66%,42.04%,40.78%,12.12%,11.51%
2017/7/12,208,209,206.5,207,204.1,207.7,212.9,209.39,2407,2661,2396,-3.38,-1.87,-1.51,33.90%,23.74%,46.71%,43.23%,12.33%,11.92%
2017/7/13,207.5,209,205.5,207.5,204,206.65,212.4,209.8,1475,2351,2345,-3.24,-2.15,-1.09,41.30%,29.59%,48.37%,44.08%,12.38%,12.15%
2017/7/14,207.5,208.5,205,208,205.8,205.95,211.93,210.26,1423,1671,2321,-3.09,-2.33,-0.76,51.06%,36.75%,50.23%,44.97%,12.33%,12.24%
2017/7/17,208.5,210.5,207,207.5,207.1,205.7,211.23,210.73,2274,1866,2403,-2.88,-2.44,-0.44,60.48%,44.66%,48.15%,44.20%,11.76%,12.00%
2017/7/18,206.5,209.5,201.5,209.5,207.9,205.9,210.83,211.21,2352,1986,2401,-2.73,-2.5,-0.23,71.35%,53.56%,56.76%,48.07%,11.48%,11.74%
2017/7/19,212,222.5,212,218.5,210.2,207.15,210.75,211.8,6421,2789,2725,-1.76,-2.35,0.6,75.87%,61.00%,77.21%,61.26%,11.28%,11.51%
2017/7/20,222,223,216.5,217,212.1,208.05,210.65,212.31,2040,2902,2626,-0.93,-2.07,1.14,75.58%,65.86%,70.54%,58.55%,11.05%,11.28%
2017/7/21,220,220,216,217,213.9,209.85,210.63,212.86,1011,2820,2245,-0.35,-1.72,1.38,74.83%,68.85%,70.54%,58.55%,11.00%,11.14%
2017/7/24,218,224,216,221,216.6,211.85,210.78,213.5,2981,2961,2413,0.36,-1.31,1.66,78.78%,72.16%,77.88%,63.65%,11.42%,11.28%
2017/7/25,225.5,226,222,222,219.1,213.5,211.13,214.19,2427,2976,2481,1.1,-0.83,1.93,80.41%,74.91%,79.42%,64.83%,12.20%,11.74%
2017/7/26,223.5,224,221.5,223,220,215.1,211.4,214.73,1344,1961,2375,1.66,-0.33,1.99,82.86%,77.56%,81.00%,66.03%,12.89%,12.31%
2017/7/27,225,231,224,228,222.2,217.15,211.9,215.33,3745,2302,2602,2.47,0.23,2.24,85.18%,80.10%,87.01%,71.36%,14.35%,13.33%
2017/7/28,226.5,228,221.5,221.5,223.1,218.5,212.23,215.86,3021,2704,2762,2.71,0.73,1.98,79.39%,79.86%,58.27%,58.36%,14.82%,14.07%
2017/7/31,224,227.5,223,225,223.9,220.25,212.98,216.39,1580,2423,2692,3.03,1.19,1.84,75.73%,78.49%,65.61%,62.39%,15.62%,14.84%
2017/8/1,223,229.5,223,225,224.5,221.8,213.85,216.93,1796,2297,2637,3.28,1.61,1.67,70.49%,75.82%,65.61%,62.39%,16.10%,15.47%
2017/8/2,227,227.5,222.5,225.5,225,222.5,214.83,217.53,2070,2442,2202,3.41,1.97,1.44,68.10%,73.25%,66.81%,63.00%,16.32%,15.90%
2017/8/3,224,230.5,219,219,223.2,222.7,215.38,217.69,4782,2650,2476,3.2,2.21,0.99,52.07%,66.19%,43.25%,51.25%,16.09%,16.00%
2017/8/4,225,225,219.5,220.5,223,223.05,216.45,218,1990,2444,2574,2.96,2.36,0.6,38.88%,57.08%,48.30%,53.43%,14.53%,15.26%
2017/8/7,222,223,219,220.5,222.1,223,217.43,217.98,1354,2398,2411,2.69,2.43,0.26,30.09%,48.09%,48.30%,53.43%,12.98%,14.12%
2017/8/8,222.5,222.5,215,215.5,220.2,222.35,217.93,217.88,1226,2284,2291,2.16,2.38,-0.21,21.10%,39.09%,33.85%,45.36%,11.98%,13.05%
2017/8/9,215,218.5,213.5,214.5,218,221.5,218.3,217.88,1033,2077,2260,1.57,2.22,-0.64,16.03%,31.40%,31.58%,43.91%,11.16%,12.10%
2017/8/10,215,215.5,205,205,215.2,219.2,218.18,217.63,1741,1469,2059,0.48,1.87,-1.39,10.68%,24.50%,17.90%,33.00%,11.61%,11.86%
2017/8/11,200.5,218.5,200.5,218,214.7,218.85,218.68,217.65,2292,1529,1986,0.11,1.52,-1.4,26.57%,25.19%,52.02%,51.13%,10.77%,11.31%
2017/8/14,224.5,230.5,221.5,224,215.4,218.75,219.5,217.83,6743,2607,2503,0.72,1.36,-0.64,43.82%,31.40%,61.00%,56.99%,9.84%,10.57%
2017/8/15,230,238,226,238,219.9,220.05,220.93,218.19,6496,3661,2973,1.98,1.48,0.5,62.55%,41.78%,74.41%,67.05%,11.34%,10.96%
2017/8/16,234.5,238.5,232.5,234.5,223.9,220.95,221.73,218.38,3497,4154,3115,2.95,1.78,1.18,71.52%,51.70%,67.45%,63.03%,12.44%,11.70%
2017/8/17,238,250,236.5,249,232.7,223.95,223.33,218.82,5257,4857,3163,4.56,2.33,2.23,80.34%,61.24%,77.78%,70.91%,16.12%,13.91%
2017/8/18,242,247.5,241,247,238.5,226.6,224.83,219.23,2474,4893,3211,5.74,3.01,2.72,84.87%,69.12%,73.90%,68.71%,18.21%,16.06%
2017/8/21,247,247,232,233.5,240.4,227.9,225.45,219.5,3583,4261,3434,5.86,3.58,2.28,78.81%,72.35%,52.63%,55.91%,18.39%,17.23%
2017/8/22,237,238,232.5,237.5,240.3,230.1,226.23,219.76,1752,3313,3487,5.88,4.04,1.84,77.45%,74.05%,57.02%,58.41%,18.84%,18.03%
2017/8/23,241,241.5,232.5,232.5,239.9,231.9,226.7,219.92,1612,2936,3545,5.7,4.37,1.33,73.18%,73.76%,50.05%,54.22%,18.90%,18.47%
2017/8/24,236,238,234,234.5,237,234.85,227.03,220.13,902,2065,3461,5.53,4.61,0.93,63.99%,70.51%,52.82%,55.61%,19.11%,18.79%
2017/8/25,235.5,237,234,236,234.8,236.65,227.75,220.18,845,1739,3316,5.38,4.76,0.62,56.55%,65.85%,55.06%,56.68%,19.20%,18.99%
2017/8/28,238,238,232,236,235.3,237.85,228.3,220.25,932,1209,2735,5.18,4.84,0.33,45.11%,58.94%,55.06%,56.68%,19.37%,19.18%
2017/8/29,235,241,233,235,234.8,237.55,228.8,220.38,1945,1247,2280,5,4.88,0.13,35.63%,51.17%,52.66%,55.61%,19.45%,19.32%
2017/8/30,237,240.5,234,239.5,236.2,238.05,229.5,220.61,1871,1299,2117,5,4.9,0.1,39.88%,47.41%,61.69%,59.38%,19.75%,19.53%
2017/8/31,242,263,242,263,241.9,239.45,231.7,221.18,9214,2961,2513,6.48,5.22,1.26,59.92%,51.58%,82.54%,72.62%,22.78%,21.16%
2017/9/1,269,274,263.5,264,247.5,241.15,233.88,221.79,6413,4075,2907,8.26,5.82,2.43,65.34%,56.17%,83.02%,73.03%,25.10%,23.13%
2017/9/4,266.5,288,265.5,269,254.1,244.7,236.3,222.55,7262,5341,3275,10.07,6.67,3.4,65.59%,59.31%,85.39%,75.06%,27.41%,25.27%
2017/9/5,275,278.5,271,275,262.1,248.45,239.28,223.53,2913,5535,3391,11.54,7.65,3.89,69.32%,62.64%,87.83%,77.29%,29.27%,27.27%
2017/9/6,280,284,269,273,268.8,252.5,242.2,224.47,3717,5904,3601,12.55,8.63,3.92,70.62%,65.30%,82.32%,74.85%,29.74%,28.50%
2017/9/7,280,290,273,273,270.8,256.35,245.6,225.39,5949,5251,4106,13.4,9.58,3.81,70.64%,67.08%,82.32%,74.85%,27.78%,28.14%
2017/9/8,279,283,273.5,278,273.6,260.55,248.6,226.4,2403,4449,4262,13.98,10.46,3.52,73.41%,69.19%,85.58%,77.01%,27.70%,27.92%
2017/9/11,285,285,270,270.5,273.9,264,250.93,227.22,2091,3415,4378,13.94,11.16,2.79,70.67%,69.68%,64.26%,67.53%,26.89%,27.41%
2017/9/12,278,287.5,277,281,275.1,268.6,253.08,228.28,5452,3922,4729,14.37,11.8,2.57,74.19%,71.19%,74.81%,72.67%,28.14%,27.77%
2017/9/13,280,280.5,272,278,276.1,272.45,255.25,229.24,2025,3584,4744,14.17,12.27,1.9,67.70%,70.03%,67.93%,69.25%,28.29%,28.03%
2017/9/14,280,289,276,282.5,278,274.4,256.93,230.3,3550,3104,4178,14.29,12.68,1.61,68.26%,69.44%,72.48%,71.45%,29.47%,28.75%
2017/9/15,287,292,283.5,286,279.6,276.6,258.88,231.44,3418,3307,3878,14.57,13.06,1.51,70.15%,69.67%,75.70%,73.08%,30.59%,29.67%
2017/9/18,289.5,289.5,282.5,286,282.7,278.3,261.5,232.58,1206,3130,3272,14.55,13.35,1.2,71.40%,70.25%,75.70%,73.08%,30.19%,29.93%
2017/9/19,290,301,288,289.5,284.4,279.75,264.1,233.82,4836,3007,3465,14.85,13.65,1.2,68.57%,69.69%,79.20%,74.79%,30.03%,29.98%
2017/9/20,286.5,294.5,283,294.5,287.7,281.9,267.2,235.1,2233,3049,3316,14.89,13.9,0.99,72.06%,70.48%,83.32%,77.07%,29.18%,29.58%
2017/9/21,288,288,283,283,287.8,282.9,269.63,236.18,2818,2902,3003,14.15,13.95,0.2,62.02%,67.66%,53.87%,62.83%,27.07%,28.33%
2017/9/22,280,282.5,274.5,281,286.8,283.2,271.88,237.28,2383,2695,3001,13.06,13.77,-0.71,51.69%,62.34%,50.17%,60.71%,24.53%,26.43%
2017/9/25,278,278,271,274,284.4,283.55,273.78,238.35,1687,2791,2961,11.62,13.34,-1.72,37.79%,54.15%,38.93%,53.76%,21.18%,23.80%
2017/9/26,273,279.5,271,274.5,281.4,282.9,275.75,239.47,1384,2101,2554,10.4,12.75,-2.35,29.08%,45.80%,40.08%,54.17%,16.61%,20.21%
2017/9/27,279,284.5,278,284,279.3,283.5,277.98,240.77,1890,2032,2541,9.95,12.19,-2.24,33.83%,41.81%,58.08%,61.26%,11.50%,15.85%
2017/9/28,285,285,277,280,278.7,283.25,278.83,241.97,1285,1726,2314,9.32,11.62,-2.3,32.56%,38.73%,50.43%,57.20%,10.36%,13.11%
2017/9/29,282,282,274,277,277.9,282.35,279.48,243.27,1003,1450,2073,8.47,10.99,-2.52,28.37%,35.27%,45.08%,54.25%,9.15%,11.13%
2017/9/30,281,281.5,279.5,281.5,279.4,281.9,280.1,244.61,417,1196,1994,7.99,10.39,-2.4,33.81%,34.78%,53.88%,57.81%,8.47%,9.80%
2017/10/2,282.5,292.5,282,286,281.7,281.55,280.65,245.95,2107,1340,1721,7.98,9.91,-1.93,45.79%,38.45%,61.32%,61.11%,8.47%,9.14%
2017/10/3,287,291,284.5,286.5,282.2,280.75,281.33,247.28,1284,1219,1626,7.91,9.51,-1.6,54.56%,43.82%,62.14%,61.47%,8.25%,8.69%
2017/10/5,287,294,287,294,285,281.85,282.38,248.72,2382,1439,1582,8.18,9.24,-1.06,69.71%,52.45%,72.54%,66.60%,8.63%,8.66%
2017/10/6,293,296,288.5,288.5,287.3,282.6,282.9,250.06,1405,1519,1484,8.15,9.02,-0.88,69.80%,58.24%,58.41%,60.19%,8.69%,8.68%
2017/10/11,292,292,287,291,289.2,284.3,283.93,251.45,1033,1642,1419,8.02,8.82,-0.8,72.29%,62.92%,62.41%,62.00%,8.01%,8.34%
2017/10/12,291,305.5,291,297.5,291.5,286.6,284.75,252.92,3669,1955,1648,8.43,8.75,-0.31,73.06%,66.30%,71.07%,66.35%,8.93%,8.64%
2017/10/13,296.5,300,292.5,296.5,293.5,287.85,285.68,254.22,1965,2091,1655,8.55,8.71,-0.16,72.52%,68.37%,68.17%,65.10%,9.31%,8.97%
2017/10/16,294,296.5,289,290.5,292.8,288.9,286.08,255.44,1710,1956,1698,8.16,8.6,-0.44,62.45%,66.40%,52.69%,57.95%,9.35%,9.16%
2017/10/17,290,301.5,290,300,295.1,291.2,286.78,256.83,2936,2263,1891,8.26,8.53,-0.27,67.16%,66.65%,66.95%,64.66%,10.24%,9.70%
2017/10/18,307,319,305,308.5,298.6,293.9,287.9,258.28,6424,3341,2492,9.23,8.67,0.56,67.96%,67.09%,75.03%,69.42%,12.13%,10.92%
2017/10/19,308.5,323,305,322,303.5,297.5,289.53,259.95,3189,3245,2600,10.5,9.03,1.47,77.72%,70.63%,82.97%,75.20%,15.85%,13.38%
2017/10/20,320,321,310,316.5,307.5,300.5,290.63,261.51,2194,3291,2691,11.22,9.47,1.75,79.13%,73.46%,71.81%,69.37%,17.71%,15.54%
2017/10/23,316.5,316.5,311,313,312,302.4,292.13,262.93,1018,3152,2554,11.45,9.87,1.58,76.82%,74.58%,65.12%,65.83%,18.64%,17.09%
2017/10/24,317,327.5,307,307,313.4,304.25,293.43,264.35,2732,3111,2687,11.39,10.17,1.22,66.80%,71.99%,54.65%,60.08%,18.72%,17.91%
2017/10/25,310,312,307,307.5,313.2,305.9,295.1,265.73,1018,2030,2686,10.93,10.32,0.61,60.55%,68.18%,55.37%,60.40%,18.02%,17.97%
2017/10/26,305.5,311.5,299,310.5,310.9,307.2,296.9,267.15,1142,1621,2433,10.4,10.34,0.06,58.98%,65.11%,59.93%,62.34%,17.26%,17.61%
2017/10/27,298.5,301.5,292,292.5,306.1,306.8,297.33,268.27,4198,2022,2656,8.8,10.03,-1.23,41.54%,57.26%,34.51%,47.21%,16.84%,17.23%
2017/10/30,295,304,293,303,304.1,308.05,298.48,269.67,1998,2218,2685,7.94,9.61,-1.67,38.02%,50.85%,49.50%,54.27%,15.97%,16.60%
2017/10/31,304,309,300,302,303.1,308.25,299.73,271.03,905,1852,2482,7.38,9.17,-1.79,34.74%,45.48%,48.24%,53.53%,14.49%,15.55%
2017/11/1,307,308.5,301,301,301.8,307.5,300.7,272.37,990,1847,1938,6.82,8.7,-1.88,31.61%,40.85%,46.81%,52.74%,13.33%,14.44%
2017/11/2,292.5,295,284.5,287.5,297.2,304.05,300.78,273.57,3355,2289,1955,5.17,7.99,-2.82,23.40%,35.04%,31.61%,43.33%,13.19%,13.82%
2017/11/3,282,284,275.5,277.5,294.2,300.15,300.33,274.62,2809,2011,2017,3.02,7,-3.98,16.88%,28.98%,24.53%,37.87%,14.29%,14.05%
2017/11/6,281.5,296,281,291.5,291.9,298,300.2,276.06,2916,2195,2206,2.21,6.04,-3.83,25.87%,27.95%,45.16%,47.90%,14.41%,14.23%
2017/11/7,287,289,283,287.5,289,296.05,300.15,277.22,1132,2240,2046,1.29,5.09,-3.8,28.36%,28.08%,41.29%,45.60%,14.49%,14.36%
2017/11/8,290.5,295,286,286,286,293.9,299.9,278.25,1027,2248,2047,0.67,4.2,-3.53,29.35%,28.50%,39.76%,44.73%,14.85%,14.60%
2017/11/9,286,289.5,277,280.5,284.6,290.9,299.05,278.96,1039,1785,2037,-0.33,3.3,-3.63,24.54%,27.18%,34.18%,41.54%,15.92%,15.26%
2017/11/10,274,275,268,270.5,283.2,288.7,297.75,279.56,2666,1756,1884,-1.98,2.24,-4.22,18.39%,24.25%,26.16%,36.39%,18.05%,16.66%
2017/11/13,263.5,265,250,252,275.3,283.6,295.83,279.61,4493,2071,2133,-4.54,0.89,-5.43,13.40%,20.64%,17.20%,29.10%,22.58%,19.62%
2017/11/14,257,259,247.5,247.5,267.3,278.15,293.2,279.62,2870,2419,2330,-6.84,-0.66,-6.19,8.93%,16.74%,15.64%,27.64%,26.87%,23.24%
2017/11/15,244,258,244,258,261.7,273.85,290.68,280.03,2818,2777,2513,-8.24,-2.18,-6.07,14.93%,16.13%,32.75%,35.87%,28.59%,25.92%
2017/11/16,258,270,255.5,265,258.6,271.6,287.83,280.48,2906,3151,2468,-8.5,-3.44,-5.06,23.42%,18.56%,42.14%,40.77%,28.05%,26.98%
2017/11/17,274,282,274,278.5,260.2,271.7,285.93,281.25,4017,3421,2588,-7.45,-4.24,-3.21,38.16%,25.09%,56.27%,48.97%,26.80%,26.89%
2017/11/20,280.5,281.5,270.5,273,264.4,269.85,283.93,281.89,1468,2816,2444,-6.85,-4.77,-2.09,44.39%,31.53%,50.27%,46.13%,25.78%,26.34%
2017/11/21,272.5,275.5,269,272,269.3,268.3,282.18,282.49,942,2430,2425,-6.49,-5.11,-1.38,50.11%,37.72%,49.12%,45.61%,25.05%,25.69%
2017/11/22,276,277.5,268,268.5,271.4,266.55,280.23,283.03,729,2012,2395,-6.25,-5.34,-0.91,54.90%,43.45%,44.84%,43.71%,24.13%,24.91%
2017/11/23,266,272,261.5,271,272.6,265.6,278.25,283.63,1100,1651,2401,-6.13,-5.5,-0.64,60.28%,49.06%,48.68%,45.48%,22.28%,23.59%
2017/11/24,273.5,275,269,270,270.9,265.55,277.13,284.14,718,991,2206,-5.8,-5.56,-0.24,63.00%,53.70%,47.10%,44.86%,21.99%,22.79%
2017/11/27,272,273.5,270,270.5,270.4,267.4,275.5,284.27,483,794,1805,-5.47,-5.54,0.07,65.24%,57.55%,48.11%,45.27%,20.44%,21.62%
2017/11/28,270.5,272.5,265.5,266.5,269.3,269.3,273.73,284.31,546,715,1573,-5.41,-5.51,0.1,57.33%,57.48%,40.68%,42.55%,18.72%,20.17%
2017/11/29,269,273,268,273,270.2,270.8,272.33,284.38,784,726,1369,-4.98,-5.41,0.42,56.92%,57.29%,54.41%,48.08%,16.42%,18.29%
2017/11/30,268.5,269.5,264,269.5,269.9,271.25,271.43,284.28,1113,729,1190,-4.88,-5.3,0.42,51.28%,55.29%,47.33%,45.50%,15.67%,16.98%
2017/12/1,268,268,254,256.5,267.2,269.05,270.38,284.01,2036,992,992,-5.5,-5.34,-0.16,37.73%,49.44%,29.96%,37.40%,16.29%,16.63%
2017/12/4,256,258,246,246,262.3,266.35,268.1,283.56,1841,1264,1029,-6.69,-5.61,-1.08,25.16%,41.34%,22.10%,32.33%,16.57%,16.60%
2017/12/5,246,252.5,245,250,259,264.15,266.23,283.09,1739,1503,1109,-7.52,-5.99,-1.53,22.33%,35.00%,30.44%,35.94%,16.28%,16.44%
2017/12/6,261,266.5,257,258.5,256.1,263.15,264.85,282.89,3900,2126,1426,-7.23,-6.24,-0.99,29.88%,33.30%,45.36%,42.99%,15.03%,15.74%
2017/12/7,262,262,252.5,252.5,252.7,261.3,263.45,282.42,1307,2165,1447,-7.34,-6.46,-0.88,28.69%,31.76%,38.39%,39.63%,14.60%,15.17%
2017/12/8,255.5,263,252,260,253.4,260.3,262.93,282.12,1343,2026,1509,-7.03,-6.58,-0.45,36.99%,33.50%,49.94%,45.44%,14.45%,14.81%
2017/12/11,260,273,256,265.5,257.3,259.8,263.6,281.83,1791,2016,1640,-6.21,-6.5,0.29,49.06%,38.69%,57.02%,49.35%,13.92%,14.37%
2017/12/12,273,279,270,270,261.3,260.15,264.73,281.57,2324,2133,1818,-4.92,-6.19,1.27,57.22%,44.87%,62.27%,52.39%,12.82%,13.59%
2017/12/13,278.5,283.5,275.5,276.5,264.9,260.5,265.65,281.41,1863,1726,1926,-3.39,-5.63,2.24,65.42%,51.72%,68.86%,56.50%,13.11%,13.35%
2017/12/14,281.5,291.5,280.5,280.5,270.5,261.6,266.43,281.26,1776,1819,1992,-1.74,-4.85,3.11,69.06%,57.50%,72.41%,58.89%,13.94%,13.64%
2017/12/15,280.5,282.5,272.5,275,273.5,263.45,266.25,280.93,974,1746,1886,-0.98,-4.07,3.1,67.55%,60.85%,60.93%,54.41%,13.65%,13.65%
2017/12/18,280,290.5,278,288.5,278.1,267.7,267.03,281.03,2410,1869,1943,0.43,-3.17,3.61,75.83%,65.84%,73.37%,62.12%,15.31%,14.48%
2017/12/19,285.5,285.5,279,281,280.3,270.8,267.48,281.03,1483,1701,1917,1.15,-2.31,3.46,75.03%,68.90%,60.52%,56.35%,15.88%,15.18%
2017/12/20,280,287.5,279,287,282.4,273.65,268.4,281.24,878,1504,1615,1.99,-1.45,3.44,79.55%,72.45%,66.20%,59.62%,17.05%,16.11%
2017/12/21,286.5,291.5,283.5,287,283.7,277.1,269.2,281.45,865,1322,1571,2.79,-0.6,3.39,82.14%,75.68%,66.20%,59.62%,18.03%,17.07%
2017/12/22,289.5,292,286.5,287,286.1,279.8,270.05,281.5,828,1293,1519,3.45,0.21,3.24,80.52%,77.30%,66.20%,59.62%,18.87%,17.97%
2017/12/25,290,302,289.5,290.5,286.5,282.3,271.05,281.68,2329,1277,1573,4.33,1.03,3.3,74.02%,76.20%,70.48%,61.79%,19.92%,18.95%
2017/12/26,291.5,293,278,278,285.9,283.1,271.63,281.69,1418,1264,1482,4.06,1.64,2.42,55.56%,69.32%,45.68%,51.09%,19.94%,19.44%
2017/12/27,277,282,276.5,278,284.1,283.25,271.88,281.63,517,1191,1348,3.56,2.02,1.53,43.26%,60.63%,45.68%,51.09%,20.02%,19.73%
2017/12/28,277,281.5,276.5,279,282.5,283.1,272.35,281.52,575,1133,1228,3.15,2.25,0.9,32.10%,51.12%,47.80%,51.88%,20.09%,19.91%
2017/12/29,282,284.5,278.5,278.5,280.8,283.45,273.45,281.38,701,1108,1200,2.88,2.37,0.5,24.02%,42.09%,46.71%,51.43%,19.37%,19.64%
2018/1/2,278.5,282,276.5,282,279.1,282.8,275.25,281.18,293,701,989,2.68,2.43,0.24,23.20%,35.79%,55.29%,54.48%,17.07%,18.36%
2018/1/3,285,285.5,282.5,285,280.5,283.2,277,281.13,489,515,889,2.8,2.51,0.29,26.58%,32.72%,61.64%,57.00%,15.00%,16.68%
