丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2014/12/5,114,116.5,113,114.5,113.9,112.45,108.19,116.41,1768,2263,2354,1.06,-0.44,1.49,73.46%,74.77%,62.44%,58.24%,18.21%,17.30%
2014/12/8,114.5,116.5,113.5,114.5,114.4,113.25,108.54,115.86,1319,2202,2345,1.23,-0.1,1.34,70.31%,73.28%,62.44%,58.24%,18.83%,18.06%
2014/12/9,113,114.5,110,110.5,114.4,113.1,108.87,115.25,1746,2313,2107,1.09,0.13,0.95,57.54%,68.03%,42.79%,49.56%,18.43%,18.24%
2014/12/10,110,113.5,109,110,113,112.75,109.22,114.77,1903,1898,1933,0.9,0.29,0.61,47.69%,61.25%,40.86%,48.58%,17.71%,17.97%
2014/12/11,109,111.5,107.5,111.5,112.2,112.75,109.52,114.35,1807,1709,1955,0.74,0.38,0.36,45.13%,55.88%,49.12%,51.72%,17.46%,17.72%
2014/12/12,112.5,112.5,110,110,111.3,112.6,109.74,113.87,957,1546,1905,0.61,0.42,0.18,37.33%,49.70%,42.07%,48.49%,17.10%,17.41%
2014/12/15,107,110,106.5,110,110.4,112.4,110.04,113.39,1162,1515,1858,0.38,0.42,-0.03,34.22%,44.54%,42.07%,48.49%,16.37%,16.89%
2014/12/16,109,113.5,109,111.5,110.6,112.5,110.63,113,1859,1538,1926,0.38,0.41,-0.03,36.15%,41.74%,51.99%,52.06%,13.91%,15.40%
2014/12/17,112,112.5,110,111,110.8,111.9,111.13,112.62,1102,1377,1638,0.35,0.4,-0.04,39.10%,40.86%,48.66%,50.78%,11.34%,13.37%
2014/12/18,113,115.5,111,111,110.7,111.45,111.48,112.22,2353,1487,1598,0.41,0.4,0.01,41.07%,40.93%,48.66%,50.78%,9.67%,11.52%
2014/12/19,113.5,114,106,107,110.1,110.7,111.58,111.86,2663,1828,1687,0.16,0.35,-0.19,30.89%,37.58%,27.98%,41.15%,8.90%,10.21%
2014/12/22,107,109.5,107,109.5,110,110.2,111.73,111.58,666,1729,1622,-0.01,0.28,-0.29,32.87%,36.01%,45.39%,47.89%,8.05%,9.13%
2014/12/23,110.5,111,108.5,109,109.5,110.05,111.58,111.27,400,1437,1487,-0.1,0.2,-0.31,32.44%,34.82%,42.90%,46.72%,8.34%,8.73%
2014/12/24,109,110.5,108.5,109.5,109.2,110,111.38,111,679,1352,1365,-0.16,0.13,-0.29,33.91%,34.52%,46.42%,48.10%,8.34%,8.54%
2014/12/25,110,110,107.5,108,108.6,109.65,111.2,110.63,468,975,1231,-0.3,0.04,-0.34,29.62%,32.89%,37.98%,44.34%,8.76%,8.65%
2014/12/26,108,109,107.5,108.5,108.9,109.5,111.05,110.3,370,517,1172,-0.4,-0.05,-0.36,28.52%,31.43%,42.19%,45.88%,9.02%,8.84%
2014/12/27,109.5,111,109,109.5,108.9,109.45,110.93,109.92,830,549,1139,-0.37,-0.11,-0.26,31.29%,31.38%,50.28%,48.96%,9.07%,8.95%
2014/12/29,110,110.5,107.5,107.5,108.6,109.05,110.78,109.45,766,623,1030,-0.46,-0.18,-0.28,26.13%,29.63%,37.64%,43.55%,9.48%,9.22%
2014/12/30,108,109,107.5,108.5,108.4,108.8,110.35,109.05,344,556,954,-0.51,-0.25,-0.27,27.83%,29.03%,45.81%,46.76%,8.13%,8.67%
2014/12/31,109,109,106,108,108.4,108.5,109.98,108.7,1390,740,858,-0.6,-0.32,-0.28,31.89%,29.98%,42.47%,45.35%,7.12%,7.90%
2015/1/5,106,109,106,108,108.3,108.6,109.65,108.45,559,778,647,-0.66,-0.38,-0.27,34.59%,31.52%,42.47%,45.35%,6.21%,7.06%
2015/1/6,106,108.5,106,108.5,108.1,108.5,109.35,108.34,602,732,641,-0.69,-0.45,-0.24,39.73%,34.26%,47.94%,47.24%,4.77%,5.91%
2015/1/7,108,109.5,107.5,109,108.4,108.5,109.28,108.21,548,689,656,-0.64,-0.48,-0.15,46.49%,38.33%,53.27%,49.15%,4.68%,5.30%
2015/1/8,110,112.5,109.5,111,108.9,108.65,109.33,108.25,1817,983,769,-0.41,-0.47,0.06,56.63%,44.43%,68.66%,56.10%,4.85%,5.07%
2015/1/9,112,113,110,111,109.5,108.95,109.3,108.22,857,877,808,-0.2,-0.42,0.21,61.56%,50.14%,68.66%,56.10%,4.72%,4.89%
2015/1/12,111,111,107,109,109.7,109,109.25,108.26,825,930,854,-0.22,-0.38,0.16,55.33%,51.87%,46.57%,48.25%,4.69%,4.79%
2015/1/13,108.5,112,108,109.5,109.9,109,109.23,108.25,1101,1030,881,-0.17,-0.34,0.16,53.55%,52.43%,51.27%,50.16%,4.65%,4.72%
2015/1/14,110,111,107,107.5,109.6,109,109.03,108.15,1194,1159,924,-0.25,-0.32,0.07,42.84%,49.24%,36.04%,43.22%,4.44%,4.58%
2015/1/15,107,108.5,107,107.5,108.9,108.9,108.85,108.1,493,894,939,-0.36,-0.33,-0.03,35.71%,44.73%,36.04%,43.22%,4.27%,4.43%
2015/1/16,107.5,108.5,104,104,107.5,108.5,108.5,108.04,1033,929,903,-0.64,-0.39,-0.25,23.80%,37.75%,20.61%,33.56%,5.44%,4.93%
2015/1/19,105.5,106,101,101,105.9,107.8,108.2,108.02,1093,983,956,-1.08,-0.53,-0.56,15.87%,30.46%,14.31%,27.76%,8.09%,6.51%
2015/1/20,102,105.5,97.8,104,104.8,107.35,107.93,108.17,1981,1159,1094,-1.37,-0.7,-0.67,24.18%,28.36%,37.31%,39.22%,8.70%,7.60%
2015/1/21,104,106,103,104,104.1,106.85,107.68,108.3,706,1061,1110,-1.47,-0.85,-0.62,29.71%,28.81%,37.31%,39.22%,9.22%,8.41%
2015/1/22,105,105.5,103.5,104.5,103.5,106.2,107.43,108.32,359,1034,964,-1.51,-0.98,-0.52,35.54%,31.05%,41.10%,41.08%,9.44%,8.93%
2015/1/23,106,107.5,105.5,106,103.9,105.7,107.33,108.32,1098,1047,988,-1.38,-1.06,-0.32,42.94%,35.02%,51.64%,46.43%,9.51%,9.22%
2015/1/26,106,106.5,105,105.5,104.8,105.35,107.18,108.3,269,883,933,-1.32,-1.11,-0.2,48.07%,39.37%,48.19%,44.94%,9.58%,9.40%
2015/1/27,106.5,108,106,106,105.2,105,107,108.22,689,624,892,-1.18,-1.13,-0.05,57.59%,45.44%,52.03%,46.80%,9.42%,9.41%
2015/1/28,105.5,108.5,105.5,107,105.8,104.95,106.98,108.16,835,650,856,-1.02,-1.11,0.08,67.06%,52.65%,59.28%,50.44%,9.41%,9.41%
2015/1/29,106.5,107.5,105,105.5,106,104.75,106.83,108.15,382,655,845,-0.97,-1.08,0.11,68.69%,58.00%,46.61%,45.36%,9.40%,9.41%
2015/1/30,107,107.5,105.5,105.5,105.9,104.9,106.7,108.16,324,500,774,-0.92,-1.05,0.13,69.78%,61.92%,46.61%,45.36%,9.42%,9.41%
2015/2/2,106,107,105,105,105.8,105.3,106.55,108.13,201,486,684,-0.9,-1.02,0.12,58.64%,60.83%,42.27%,43.61%,9.46%,9.43%
2015/2/3,106,107.5,105.5,105.5,105.7,105.45,106.4,108.1,336,416,520,-0.84,-0.98,0.14,52.43%,58.03%,48.07%,45.88%,9.35%,9.39%
2015/2/4,107.5,108,106.5,107.5,105.8,105.8,106.33,108.16,549,358,504,-0.67,-0.92,0.25,58.76%,58.27%,64.97%,53.97%,9.14%,9.27%
2015/2/5,107.5,108,105,105.5,105.8,105.9,106.05,108.2,706,423,539,-0.64,-0.86,0.22,43.94%,53.49%,46.72%,46.41%,8.24%,8.75%
2015/2/6,107,108.5,106.5,108.5,106.4,106.15,105.93,108.25,1154,589,545,-0.45,-0.78,0.33,62.62%,56.54%,64.61%,56.40%,7.39%,8.07%
2015/2/9,108.5,113,108,112.5,107.9,106.85,106.1,108.36,2611,1071,779,-0.02,-0.63,0.61,73.00%,62.02%,76.98%,65.71%,8.83%,8.45%
2015/2/10,113.5,114,111,111,109,107.35,106.18,108.48,1317,1267,842,0.34,-0.43,0.78,70.89%,64.98%,66.52%,60.43%,9.31%,8.88%
2015/2/11,112,112.5,110,110.5,109.6,107.7,106.33,108.66,768,1311,835,0.55,-0.24,0.79,67.63%,65.86%,63.09%,58.72%,9.90%,9.39%
2015/2/12,110,110.5,108.5,109,110.3,108.05,106.4,108.79,851,1340,882,0.58,-0.07,0.65,59.90%,63.88%,53.21%,53.73%,10.10%,9.75%
2015/2/13,109.5,109.5,107,107,110,108.2,106.55,108.84,780,1265,927,0.46,0.03,0.43,47.34%,58.36%,42.55%,47.82%,9.88%,9.81%
2015/2/24,108.5,108.5,107,108,109.1,108.5,106.9,108.89,578,859,965,0.39,0.1,0.28,42.67%,53.13%,48.72%,50.77%,8.67%,9.24%
2015/2/25,109,112.5,108,112,109.3,109.15,107.3,108.98,2100,1015,1141,0.58,0.2,0.38,54.37%,53.55%,66.15%,60.52%,9.20%,9.22%
2015/2/26,112,113.5,111,113,109.8,109.7,107.75,109,887,1039,1175,0.85,0.33,0.52,65.14%,57.41%,69.28%,62.54%,9.80%,9.51%
2015/3/2,113,113,110.5,111.5,110.3,110.3,108.1,108.97,694,1008,1174,0.97,0.46,0.51,64.85%,59.89%,59.39%,57.71%,9.80%,9.65%
2015/3/3,111.5,119,111.5,119,112.7,111.35,108.75,109.09,4969,1846,1556,1.49,0.66,0.83,76.57%,65.45%,78.13%,70.26%,12.91%,11.28%
2015/3/4,118.5,120,117,120,115.1,112.1,109.48,109.23,2641,2258,1559,2.05,0.94,1.11,84.38%,71.76%,79.63%,71.49%,15.32%,13.30%
2015/3/5,120,122.5,118.5,119,116.5,112.9,110.13,109.35,2810,2400,1708,2.51,1.25,1.25,82.06%,75.19%,73.56%,68.40%,16.68%,14.99%
2015/3/6,120,122,119,121,118.1,113.95,110.83,109.53,2089,2641,1840,2.92,1.59,1.33,84.81%,78.40%,77.65%,71.12%,18.42%,16.70%
2015/3/9,120,125,119.5,122,120.2,115.25,111.65,109.61,2739,3050,2029,3.31,1.93,1.38,84.32%,80.37%,79.55%,72.42%,19.68%,18.19%
2015/3/10,122,123.5,117.5,118,120,116.35,112.28,109.65,2297,2515,2180,3.36,2.22,1.14,75.82%,78.86%,56.52%,60.56%,19.48%,18.84%
2015/3/11,116.5,119,115.5,117.5,119.5,117.3,112.9,109.7,1027,2192,2225,3.2,2.41,0.79,66.64%,74.78%,54.16%,59.24%,18.83%,18.83%
2015/3/12,118,121.5,118,118.5,119.4,117.95,113.55,109.77,1558,1942,2171,3.18,2.57,0.62,62.82%,70.80%,58.33%,61.09%,18.18%,18.51%
2015/3/13,119,120,118,118,118.8,118.45,114.08,109.89,731,1670,2156,3.08,2.67,0.41,57.93%,66.51%,55.31%,59.61%,17.72%,18.11%
2015/3/16,117,119,114,118,118,119.1,114.7,110.03,1702,1463,2256,2.87,2.71,0.16,50.74%,61.25%,55.31%,59.61%,16.44%,17.28%
2015/3/17,119,120,116,117,117.8,118.9,115.13,110.12,1276,1259,1887,2.69,2.71,-0.02,42.92%,55.14%,48.15%,56.37%,15.69%,16.48%
2015/3/18,117.5,119,116,116,117.5,118.5,115.3,110.22,1422,1338,1765,2.46,2.66,-0.2,34.67%,48.32%,41.67%,53.20%,15.54%,16.01%
2015/3/19,118,119.5,116.5,117.5,117.3,118.35,115.63,110.34,1746,1375,1659,2.33,2.59,-0.26,33.72%,43.45%,53.04%,57.14%,15.19%,15.60%
2015/3/20,117,122,116.5,122,118.1,118.45,116.2,110.52,4038,2037,1854,2.43,2.56,-0.13,50.55%,45.82%,72.41%,66.39%,15.26%,15.43%
2015/3/23,124,125,122,122.5,119,118.5,116.88,110.71,5730,2842,2153,2.67,2.58,0.09,59.46%,50.36%,73.85%,67.24%,14.76%,15.09%
2015/3/24,124,131,123.5,131,121.8,119.8,118.08,111.04,6583,3904,2581,3.32,2.73,0.59,72.97%,57.90%,87.32%,77.76%,15.98%,15.54%
2015/3/25,135,136.5,131.5,132,125,121.25,119.28,111.46,6150,4849,3094,4.1,3,1.09,75.31%,63.71%,88.18%,78.64%,16.91%,16.23%
2015/3/26,131,134,128.5,131,127.7,122.5,120.23,111.82,2990,5098,3237,4.51,3.31,1.21,75.39%,67.60%,81.55%,75.38%,17.84%,17.03%
2015/3/27,132,133,127,127,128.7,123.4,120.93,112.12,2578,4806,3422,4.58,3.56,1.02,68.15%,67.78%,59.91%,63.86%,17.49%,17.26%
2015/3/30,127,128.5,122,122.5,128.7,123.85,121.48,112.33,2285,4117,3480,4.2,3.69,0.52,56.00%,63.86%,44.11%,53.76%,15.91%,16.58%
2015/3/31,125,130,124,129,128.3,125.05,121.98,112.68,2432,3287,3595,4.19,3.79,0.4,58.17%,61.96%,61.64%,62.98%,16.60%,16.59%
2015/4/1,127.5,129,126.5,128,127.5,126.25,122.38,113.01,1607,2378,3614,4.13,3.86,0.27,57.95%,60.62%,58.27%,60.94%,17.01%,16.80%
2015/4/2,129.5,136,129,134,128.1,127.9,123.13,113.42,3963,2573,3836,4.46,3.98,0.48,66.22%,62.49%,70.07%,67.77%,18.58%,17.69%
2015/4/7,137,143,136.5,139.5,130.6,129.65,124.05,113.95,4176,2893,3849,5.18,4.22,0.96,71.92%,65.63%,77.17%,72.57%,21.64%,19.66%
2015/4/8,138,140,135,135.5,133.2,130.95,124.73,114.4,2001,2836,3477,5.43,4.46,0.97,69.38%,66.88%,63.93%,64.90%,22.88%,21.27%
2015/4/9,135.5,139,131,131,133.6,130.95,125.38,114.78,2605,2870,3079,5.29,4.62,0.66,60.54%,64.77%,51.91%,57.46%,22.60%,21.94%
2015/4/10,132,134,130,131.5,134.3,130.9,126.08,115.18,1484,2846,2612,5.01,4.7,0.31,55.44%,61.66%,53.09%,58.04%,22.09%,22.01%
2015/4/13,133,136.5,131.5,134,134.3,131.2,126.85,115.6,1811,2415,2494,4.92,4.75,0.18,56.01%,59.77%,59.09%,60.96%,21.88%,21.95%
2015/4/14,135,137.5,134,135,133.4,132,127.7,116.03,1076,1795,2344,4.91,4.78,0.13,56.64%,58.73%,61.46%,62.11%,21.44%,21.69%
2015/4/15,135,137,134,135.5,133.4,133.3,128.58,116.44,1205,1636,2236,4.85,4.79,0.05,55.94%,57.80%,62.75%,62.71%,20.73%,21.21%
2015/4/16,137.5,141,136.5,137,134.6,134.1,129.58,116.88,3273,1770,2320,4.93,4.82,0.11,56.34%,57.31%,66.77%,64.55%,19.59%,20.40%
2015/4/17,137.5,138,136,137,135.7,135,130.63,117.34,1077,1688,2267,4.88,4.83,0.04,55.51%,56.71%,66.77%,64.55%,17.51%,18.95%
2015/4/20,139,139,135.5,137.5,136.4,135.35,131.63,117.81,911,1508,1962,4.81,4.83,-0.02,59.73%,57.72%,68.40%,65.23%,15.33%,17.14%
2015/4/21,137,137.5,128,128.5,135.1,134.25,131.95,118.16,2665,1826,1811,4.16,4.69,-0.54,41.10%,52.18%,33.16%,47.40%,13.96%,15.55%
2015/4/22,129,133,129,130.5,134.1,133.75,132.35,118.54,1235,1832,1734,3.61,4.48,-0.86,33.81%,46.06%,41.24%,50.66%,12.34%,13.95%
2015/4/23,133,134.5,131.5,131.5,133,133.8,132.38,119,895,1357,1563,3.26,4.23,-0.97,31.52%,41.21%,45.21%,52.28%,12.32%,13.13%
2015/4/24,133,134,126,130,131.6,133.65,132.28,119.48,2000,1541,1615,2.77,3.94,-1.17,29.90%,37.44%,40.30%,49.62%,12.43%,12.78%
2015/4/27,132.5,132.5,126.5,129,129.9,133.15,132.18,119.9,1638,1687,1598,2.3,3.61,-1.32,26.60%,33.83%,37.09%,47.85%,12.60%,12.69%
2015/4/28,132,135,130.5,130.5,130.3,132.7,132.35,120.34,3214,1796,1811,2.09,3.31,-1.22,27.73%,31.80%,44.99%,50.73%,12.13%,12.41%
2015/4/29,130,130,128,128.5,129.9,132,132.65,120.74,1473,1844,1838,1.67,2.98,-1.31,24.90%,29.50%,37.46%,46.96%,10.40%,11.41%
2015/4/30,129.5,132,127,132,130,131.5,132.8,121.18,1542,1973,1665,1.48,2.68,-1.2,31.98%,30.33%,53.73%,53.55%,10.10%,10.75%
2015/5/4,133,133.5,129,130,130,130.8,132.9,121.58,1104,1794,1668,1.31,2.41,-1.1,32.92%,31.19%,45.59%,49.70%,9.74%,10.24%
2015/5/5,131.5,136,130.5,136,131.4,130.65,133,122.08,3520,2171,1929,1.48,2.22,-0.74,55.28%,39.22%,64.78%,59.28%,9.92%,10.08%
2015/5/6,136,138.5,133.5,137.5,132.8,131.55,132.9,122.59,2426,2013,1905,1.77,2.13,-0.37,67.52%,48.65%,68.15%,61.29%,9.41%,9.74%
2015/5/7,138,139,133.5,133.5,133.8,131.85,132.8,123.06,1978,2114,1979,1.82,2.07,-0.25,64.24%,53.85%,52.18%,53.59%,9.25%,9.50%
2015/5/8,136,136,133,133,134,132,132.9,123.52,1279,2061,2017,1.75,2,-0.25,60.16%,55.95%,50.40%,52.69%,9.16%,9.33%
2015/5/11,135,135,127.5,130,134,132,132.83,123.93,1761,2193,1994,1.43,1.89,-0.46,48.44%,53.45%,40.50%,47.46%,9.32%,9.32%
2015/5/12,131,131.5,128.5,130,132.8,132.1,132.63,124.34,865,1662,1916,1.11,1.73,-0.62,40.63%,49.18%,40.50%,47.46%,9.48%,9.40%
2015/5/13,131,134.5,130,133.5,132,132.4,132.55,124.78,1461,1469,1741,1.08,1.6,-0.53,45.14%,47.83%,55.27%,53.82%,9.36%,9.38%
2015/5/14,134,134.5,132,133,131.9,132.85,132.43,125.23,845,1242,1678,1.06,1.49,-0.44,46.04%,47.23%,53.01%,52.83%,9.15%,9.27%
2015/5/15,134,136.5,133,136,132.5,133.25,132.38,125.69,1700,1326,1694,1.21,1.44,-0.23,55.33%,49.93%,63.68%,57.93%,8.95%,9.11%
2015/5/18,137,137.5,131.5,132,132.9,133.45,132.13,126.02,1535,1281,1737,1.15,1.38,-0.23,49.93%,49.93%,46.71%,50.05%,8.37%,8.74%
2015/5/19,132,138,132,138,134.5,133.65,132.15,126.47,2743,1657,1659,1.34,1.37,-0.03,63.72%,54.53%,63.99%,59.14%,8.52%,8.63%
2015/5/20,138,145,135.5,144,136.6,134.3,132.93,127.03,5598,2484,1977,1.93,1.48,0.45,73.91%,60.99%,74.07%,65.91%,11.13%,9.88%
2015/5/21,144,148,141,141.5,138.3,135.1,133.48,127.57,5490,3413,2328,2.44,1.67,0.76,72.04%,64.67%,64.97%,61.30%,12.27%,11.07%
2015/5/22,142,145,142,142.5,139.6,136.05,134.03,128.16,2052,3484,2405,2.81,1.9,0.91,71.96%,67.10%,66.92%,62.44%,13.46%,12.27%
2015/5/25,144,147,143,144,142,137.45,134.73,128.76,2143,3605,2443,3.19,2.16,1.03,73.90%,69.37%,69.94%,64.18%,14.55%,13.41%
2015/5/26,145,145.5,141.5,142,142.8,138.65,135.38,129.26,1404,3337,2497,3.31,2.39,0.92,70.48%,69.74%,61.04%,60.13%,14.65%,14.03%
2015/5/27,143,146,142,146,143.2,139.9,136.15,129.81,2157,2649,2567,3.54,2.62,0.92,76.28%,71.92%,70.15%,64.96%,15.67%,14.85%
2015/5/28,147,147,143,143.5,143.6,140.95,136.9,130.34,1726,1896,2655,3.63,2.82,0.81,75.09%,72.98%,59.68%,60.01%,15.37%,15.11%
2015/5/29,144.5,150.5,144,146.5,144.4,142,137.63,130.8,4825,2451,2967,3.86,3.03,0.83,76.19%,74.05%,66.82%,63.63%,16.06%,15.59%
2015/6/1,148,152.5,143.5,151,145.8,143.9,138.68,131.32,2983,2619,3112,4.21,3.26,0.95,81.18%,76.43%,74.83%,68.33%,17.18%,16.38%
2015/6/2,151.5,158.5,151,151.5,147.7,145.25,139.45,131.86,6383,3615,3476,4.72,3.56,1.17,74.12%,75.66%,75.61%,68.82%,18.75%,17.57%
2015/6/3,154,154.5,148.5,148.5,148.2,145.7,140,132.32,2607,3705,3177,4.82,3.81,1.01,63.14%,71.49%,61.75%,62.51%,19.45%,18.51%
2015/6/4,147.5,150.5,144,146,148.7,146.15,140.63,132.72,3106,3981,2939,4.58,3.96,0.61,50.92%,64.63%,52.18%,57.70%,19.22%,18.86%
2015/6/5,148,151.5,146.5,151.5,149.7,147.05,141.55,133.28,2497,3515,2983,4.62,4.1,0.53,53.55%,60.94%,66.06%,64.29%,19.54%,19.20%
2015/6/8,150.5,153.5,148.5,150,149.5,147.65,142.55,133.82,2081,3335,2977,4.63,4.2,0.42,51.86%,57.91%,60.33%,61.45%,18.55%,18.87%
2015/6/9,152,157.5,151,151,149.4,148.55,143.6,134.36,5772,3213,3414,4.74,4.31,0.43,51.78%,55.87%,62.90%,62.65%,17.24%,18.06%
2015/6/10,156,158.5,153,155,150.7,149.45,144.68,134.98,3445,3380,3543,5,4.45,0.55,60.08%,57.27%,71.72%,67.13%,17.16%,17.61%
2015/6/11,155,162,152.5,160,153.5,151.1,146.03,135.68,4225,3604,3792,5.41,4.64,0.77,69.78%,61.44%,79.15%,71.75%,17.68%,17.64%
2015/6/12,160,161,156,156.5,154.5,152.1,147.05,136.33,2318,3568,3542,5.57,4.83,0.75,69.67%,64.18%,64.84%,64.79%,17.43%,17.53%
2015/6/15,157,158,152.5,153,155.1,152.3,148.1,136.95,1338,3420,3377,5.37,4.93,0.43,63.11%,63.83%,53.28%,58.60%,14.89%,16.21%
2015/6/16,154.5,154.5,149,151.5,155.2,152.3,148.78,137.52,1230,2511,2862,4.95,4.94,0.01,55.96%,61.21%,48.80%,56.09%,13.55%,14.88%
2015/6/17,153,153.5,149,149,154,152.35,149.03,137.97,1078,2038,2709,4.44,4.84,-0.39,42.69%,55.03%,41.79%,52.04%,13.21%,14.04%
2015/6/18,151,157.5,151,157,153.4,153.45,149.8,138.54,2821,1757,2681,4.44,4.76,-0.32,49.44%,53.17%,62.50%,61.69%,13.07%,13.56%
2015/6/22,161,161,156.5,157.5,153.6,154.05,150.55,138.98,2041,1702,2635,4.58,4.72,-0.14,54.76%,53.70%,63.47%,62.21%,12.93%,13.25%
2015/6/23,159,163,158,160,155,155.05,151.35,139.45,2726,1979,2699,4.81,4.74,0.07,62.70%,56.70%,68.40%,64.81%,13.31%,13.28%
2015/6/24,162,165,161.5,163.5,157.4,156.3,152.43,139.99,3086,2350,2431,5.18,4.83,0.35,72.01%,61.80%,74.24%,68.16%,13.69%,13.49%
2015/6/25,164.5,165.5,161.5,164,160.4,157.2,153.33,140.61,1916,2518,2278,5.45,4.95,0.49,78.31%,67.30%,75.03%,68.62%,14.54%,14.01%
2015/6/26,165,167,163,163,161.6,157.5,154.3,141.28,1429,2240,1998,5.61,5.08,0.53,78.13%,70.91%,69.88%,66.50%,14.19%,14.10%
2015/6/29,162,162,156.5,159,161.9,157.75,154.93,141.78,1533,2138,1920,5.29,5.13,0.16,70.61%,70.81%,52.56%,58.61%,13.57%,13.84%
2015/6/30,159.5,166,158.5,166,163.1,159.05,155.68,142.42,1537,1900,1940,5.37,5.17,0.2,78.55%,73.39%,68.80%,66.26%,14.63%,14.23%
2015/7/1,168.5,182,168.5,177,165.8,161.6,156.95,143.13,4852,2253,2302,6.34,5.41,0.93,80.32%,75.70%,81.04%,74.37%,18.50%,16.36%
2015/7/2,181,187.5,177.5,186,170.2,165.3,158.83,143.91,4802,2831,2674,7.67,5.86,1.81,85.27%,78.89%,86.31%,78.90%,23.60%,19.98%
2015/7/3,192,193.5,186,186.5,174.9,168.25,160.85,144.76,4315,3408,2824,8.93,6.47,2.46,83.87%,80.55%,86.56%,79.12%,26.52%,23.25%
2015/7/6,187,191.5,186,186.5,180.4,171.15,162.6,145.68,2122,3526,2832,9.78,7.13,2.64,82.94%,81.35%,86.56%,79.12%,29.03%,26.14%
2015/7/7,192,194,185,187,184.6,173.85,164.45,146.61,2887,3796,2848,10.38,7.78,2.6,82.41%,81.70%,86.90%,79.38%,30.54%,28.34%
2015/7/8,183,183.5,168.5,169,183,174.4,165.35,147.19,4544,3734,2994,9.48,8.12,1.36,66.05%,76.48%,41.32%,53.31%,29.51%,28.92%
2015/7/9,159,173,152.5,172,180.2,175.2,166.2,147.81,3885,3551,3191,8.26,8.15,0.11,59.70%,70.89%,46.89%,55.94%,28.97%,28.95%
2015/7/13,175.5,180,173,176,178.1,176.5,167,148.48,2282,3144,3276,7.91,8.1,-0.19,58.67%,66.82%,53.89%,59.28%,29.06%,29.00%
2015/7/14,178.5,182,175,175,175.8,178.1,167.93,149.12,1728,3065,3295,7.59,8,-0.41,57.19%,63.61%,51.84%,58.08%,28.58%,28.79%
2015/7/15,178,179,175,177,173.8,179.2,169.13,149.78,1109,2710,3253,7.27,7.85,-0.58,57.80%,61.67%,55.87%,59.85%,27.54%,28.16%
2015/7/16,176,184,173.5,184,176.8,179.9,170.75,150.56,2614,2324,3029,7.29,7.74,-0.45,63.84%,62.39%,67.35%,65.43%,26.55%,27.36%
2015/7/17,187,189.5,180.5,180.5,178.5,179.35,172.33,151.43,2608,2068,2809,7.33,7.66,-0.33,65.05%,63.28%,58.26%,60.82%,24.02%,25.69%
2015/7/20,184,184.5,170,175,178.3,178.2,173.23,152.17,2442,2100,2622,6.75,7.48,-0.73,61.44%,62.66%,46.44%,54.26%,22.49%,24.09%
2015/7/21,177,177,165.5,168,176.9,176.35,173.75,152.78,2468,2248,2657,5.7,7.12,-1.42,54.92%,60.08%,35.45%,47.20%,21.05%,22.57%
2015/7/22,165.5,166.5,154,154.5,172.4,173.1,173.48,153.18,3694,2765,2737,3.83,6.46,-2.63,38.42%,52.86%,22.91%,37.05%,22.19%,22.38%
2015/7/23,156.5,160,152.5,156.5,166.9,171.85,173.13,153.64,2522,2747,2535,2.25,5.62,-3.37,29.21%,44.98%,27.47%,39.16%,23.32%,22.85%
2015/7/24,159,159,150.5,150.5,160.9,169.7,172.45,153.98,1300,2485,2277,0.68,4.63,-3.95,19.48%,36.48%,22.65%,35.28%,25.71%,24.28%
2015/7/27,148,149,135.5,135.5,153,165.65,171.08,154.09,3099,2617,2358,-1.65,3.38,-5.03,12.98%,28.65%,14.83%,27.78%,31.78%,28.03%
2015/7/28,135,146,128,144,148.2,162.55,170.33,154.29,3059,2735,2492,-3.33,2.04,-5.36,17.33%,24.87%,31.02%,36.17%,34.32%,31.18%
2015/7/29,138,142.5,136,138,144.9,158.65,168.93,154.43,3427,2681,2723,-4.75,0.68,-5.43,16.97%,22.24%,26.72%,33.20%,38.40%,34.79%
2015/7/30,139,146.5,139,144,142.4,154.65,167.28,154.56,3346,2846,2797,-5.44,-0.54,-4.89,20.75%,21.74%,37.17%,38.69%,40.58%,37.68%
2015/7/31,144,145.5,139,142,140.7,150.8,165.08,154.63,2204,3027,2756,-6.01,-1.64,-4.37,23.36%,22.28%,35.16%,37.57%,41.80%,39.74%
2015/8/3,140,140.5,131.5,132,140,146.5,162.35,154.61,2310,2869,2743,-7.04,-2.72,-4.32,19.04%,21.20%,26.56%,32.43%,44.20%,41.97%
2015/8/4,134,138,129,134,138,143.1,159.73,154.63,2519,2761,2748,-7.79,-3.73,-4.06,18.94%,20.45%,30.63%,34.39%,45.22%,43.60%
2015/8/5,136,145,135.5,145,139.4,142.15,157.63,154.88,3499,2776,2729,-7.58,-4.5,-3.07,30.91%,23.93%,49.22%,44.10%,43.61%,43.60%
2015/8/6,140.5,140.5,130.5,130.5,136.7,139.55,155.7,154.88,4478,3002,2924,-8.09,-5.22,-2.87,24.57%,24.15%,34.57%,36.36%,46.09%,44.85%
2015/8/7,123,130,120,128,133.9,137.3,153.5,154.79,2753,3112,3069,-8.92,-5.96,-2.96,26.44%,24.91%,32.56%,35.20%,48.20%,46.52%
