®É¶¡,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,RSIx6,RSIx12,BBand width,Band%EMA3,TaiwanAll
2016/3/15,45.2,45.4,43.6,43.9,44.14,44.52,43.87,43.86,4111,4366,4088,0.41,0.44,-0.03,27.18%,37.86%,45.01%,50.54%,10.08%,11.05%,8611.18
2016/3/16,43.8,44.2,43.35,43.45,44.03,44.32,43.96,43.88,3822,4565,4144,0.33,0.42,-0.08,19.67%,31.80%,38.94%,47.23%,8.89%,9.97%,8699.14
2016/3/17,43.6,43.8,42.1,42.2,43.62,44.03,43.95,43.84,6506,4872,4351,0.18,0.37,-0.19,14.12%,25.91%,26.86%,39.40%,9.08%,9.52%,8734.54
2016/3/18,42.45,42.65,41.75,41.75,43.22,43.7,43.93,43.77,8107,5578,4792,0.02,0.3,-0.28,9.42%,20.41%,23.69%,36.99%,9.44%,9.48%,8810.71
2016/3/21,42.5,44.35,42.4,44.2,43.1,43.63,44.01,43.75,6435,5796,5075,0.03,0.25,-0.21,28.65%,23.16%,56.94%,53.77%,9.07%,9.28%,8812.7
2016/3/22,44.1,44.1,43.3,43.85,43.09,43.62,44.07,43.71,4014,5777,5071,0.04,0.21,-0.16,38.28%,28.20%,52.98%,51.63%,8.51%,8.90%,8785.68
2016/3/23,44.25,44.25,43.55,43.95,43.19,43.61,44.12,43.66,2265,5465,5015,0.06,0.18,-0.11,45.61%,34.00%,54.07%,52.22%,8.22%,8.56%,8766.09
2016/3/24,43.95,44.2,43.35,43.95,43.54,43.58,44.11,43.6,2792,4723,4797,0.07,0.16,-0.08,50.50%,39.50%,54.07%,52.22%,8.22%,8.39%,8743.38
2016/3/25,43.95,44.45,43.65,44.4,44.07,43.65,44.14,43.55,3093,3720,4649,0.11,0.15,-0.04,57.87%,45.62%,60.09%,55.17%,8.21%,8.30%,8704.97
2016/3/28,44.4,44.4,43.55,44,44.03,43.57,44.11,43.49,2990,3031,4414,0.12,0.14,-0.02,66.36%,52.53%,52.72%,52.05%,8.17%,8.24%,8690.45
2016/3/29,44.45,44.8,43.35,43.6,43.98,43.54,44.03,43.44,4356,3099,4438,0.11,0.13,-0.03,64.46%,56.51%,45.96%,49.04%,7.85%,8.05%,8617.35
2016/3/30,44.5,47.95,44.45,47.95,44.78,43.99,44.15,43.46,21048,6856,6161,0.36,0.18,0.18,76.30%,63.11%,79.79%,69.80%,10.75%,9.40%,8737.04
2016/3/31,49.6,50.3,49,49.55,45.9,44.72,44.38,43.52,16983,9694,7208,0.75,0.29,0.46,81.04%,69.08%,84.17%,74.05%,15.00%,12.20%,8744.83
2016/4/1,49.45,50.5,48.6,49.2,46.86,45.47,44.58,43.58,11771,11430,7575,1.04,0.44,0.59,81.34%,73.17%,79.64%,71.64%,17.64%,14.92%,8657.55
2016/4/6,49.2,51,48.5,51,48.26,46.15,44.89,43.66,12089,13249,8140,1.33,0.62,0.71,87.56%,77.97%,84.71%,76.01%,21.51%,18.22%,8513.3
2016/4/7,51.2,51.2,50,50.7,49.68,46.83,45.22,43.72,6476,13673,8386,1.56,0.81,0.75,89.58%,81.84%,80.69%,73.94%,24.00%,21.11%,8490.25
2016/4/8,50.3,51.5,48.05,50,50.09,47.44,45.52,43.8,7287,10921,8889,1.66,0.98,0.68,86.92%,83.53%,71.23%,69.15%,25.37%,23.24%,8541.5
2016/4/11,50.9,52.3,50.2,50.3,50.24,48.07,45.83,43.86,7593,9043,9369,1.8,1.14,0.65,83.83%,83.63%,72.86%,70.05%,26.63%,24.93%,8562.59
2016/4/12,50.8,51.3,50,50.7,50.54,48.7,46.17,43.98,3976,7484,9457,1.87,1.29,0.58,83.26%,83.51%,75.13%,71.28%,27.61%,26.27%,8531.18
2016/4/13,51.1,52.9,51,51.6,50.66,49.46,46.51,44.11,7011,6469,9859,2,1.43,0.57,83.71%,83.58%,79.70%,73.91%,29.06%,27.67%,8652.08
2016/4/14,51.5,51.5,50.1,50.5,50.62,50.15,46.84,44.22,4592,6092,9883,1.99,1.54,0.44,72.65%,79.93%,62.77%,65.87%,29.29%,28.48%,8667.71
2016/4/15,50.8,51.8,50.3,51,50.82,50.46,47.22,44.39,4017,5438,8180,1.98,1.63,0.35,68.71%,76.19%,66.64%,67.62%,29.24%,28.86%,8700.39
2016/4/18,50.7,51.8,50.6,51,50.96,50.6,47.66,44.52,2271,4373,6708,1.96,1.7,0.27,66.08%,72.82%,66.64%,67.62%,28.05%,28.46%,8666.01
2016/4/19,51.5,52,50.7,51.5,51.12,50.83,48.15,44.67,3929,4364,5924,1.95,1.75,0.2,67.76%,71.14%,70.98%,69.48%,26.17%,27.31%,8633.72
2016/4/20,51.5,52.4,49.1,49.5,50.7,50.68,48.41,44.79,9163,4794,5632,1.82,1.76,0.06,55.14%,65.80%,43.70%,55.56%,25.02%,26.17%,8514.48
2016/4/21,49.8,50.4,49.25,49.8,50.56,50.59,48.71,44.95,4038,4684,5388,1.66,1.74,-0.08,42.90%,58.17%,47.34%,56.97%,23.42%,24.79%,8568.65
2016/4/22,49.8,50.1,48.55,49.1,50.18,50.5,48.97,45.06,5571,4994,5216,1.48,1.69,-0.21,32.82%,49.72%,40.08%,52.71%,21.53%,23.16%,8535.75
2016/4/25,49.8,54,49.8,54,50.78,50.87,49.47,45.26,18334,8207,6290,1.62,1.67,-0.06,55.21%,51.55%,73.82%,69.90%,20.93%,22.04%,8560.28
2016/4/26,53,53.6,51.4,51.5,50.78,50.95,49.83,45.43,9896,9400,6882,1.63,1.66,-0.04,54.85%,52.65%,54.89%,58.14%,18.82%,20.43%,8581.57
2016/4/27,51.3,52.4,51.2,51.8,51.24,50.97,50.22,45.61,5527,8673,6734,1.6,1.65,-0.05,56.44%,53.91%,56.50%,59.04%,15.61%,18.02%,8563.05
2016/4/28,52.1,52.7,51.5,51.5,51.58,51.07,50.61,45.76,4388,8743,6713,1.56,1.63,-0.07,55.67%,54.50%,54.18%,57.68%,9.93%,13.97%,8473.87
2016/4/29,51.3,51.5,49.5,51.5,52.06,51.12,50.79,45.9,3899,8409,6702,1.45,1.6,-0.15,55.16%,54.72%,54.18%,57.68%,8.75%,11.36%,8377.9
2016/5/3,51,51.5,49.4,51.2,51.5,51.14,50.87,46.02,6156,5973,7090,1.34,1.55,-0.21,52.98%,54.14%,51.17%,56.15%,8.46%,9.91%,8294.12
2016/5/4,50,50.5,49.2,49.7,51.14,50.96,50.9,46.13,5582,5110,7255,1.14,1.47,-0.32,42.35%,50.21%,38.35%,49.03%,8.19%,9.05%,8185.47
2016/5/5,49.3,50.1,48.4,48.5,50.48,50.86,50.77,46.23,5583,5122,6897,0.91,1.35,-0.44,28.83%,43.08%,30.91%,44.15%,9.18%,9.11%,8167.96
2016/5/6,48.5,49.5,47.85,49,49.98,50.78,50.69,46.35,5004,5245,6994,0.71,1.23,-0.51,25.45%,37.21%,37.02%,46.57%,9.69%,9.40%,8146.43
2016/5/9,49.45,50.2,49.45,50,49.68,50.87,50.69,46.51,3503,5166,6787,0.64,1.11,-0.47,29.43%,34.62%,48.04%,51.18%,9.69%,9.54%,8131.83
2016/5/10,49.7,49.7,46.65,48.25,49.09,50.3,50.58,46.62,6142,5163,5568,0.43,0.97,-0.54,28.44%,32.56%,35.13%,43.94%,10.56%,10.05%,8156.29
2016/5/11,48,48.8,47.7,47.75,48.7,49.92,50.44,46.72,4326,4912,5011,0.25,0.83,-0.58,25.02%,30.04%,32.17%,42.08%,11.67%,10.86%,8135.56
2016/5/12,47.15,48.9,47.15,48,48.6,49.54,50.26,46.84,3178,4431,4776,0.11,0.69,-0.58,25.96%,28.68%,35.43%,43.39%,12.23%,11.54%,8108.05
2016/5/13,48.8,49.5,47.8,49.2,48.64,49.31,50.19,46.97,4434,4317,4781,0.07,0.56,-0.49,34.83%,30.73%,49.46%,49.36%,12.37%,11.95%,8053.69
2016/5/16,49,51.3,48.6,50.7,48.78,49.23,50.18,47.12,5280,4672,4919,0.15,0.48,-0.33,52.25%,37.91%,61.88%,55.73%,12.32%,12.14%,8067.6
2016/5/17,51.1,51.4,50.3,50.5,49.23,49.16,50.15,47.25,3534,4150,4657,0.23,0.43,-0.2,61.85%,45.89%,59.54%,54.73%,12.25%,12.19%,8140.48
2016/5/18,49.95,50.8,49.45,49.45,49.57,49.14,50.05,47.38,4439,4173,4542,0.23,0.39,-0.16,60.88%,50.89%,48.08%,49.62%,12.07%,12.13%,8159.68
2016/5/19,49.5,50.9,49.5,50.3,50.03,49.32,50.09,47.5,3466,4231,4331,0.26,0.36,-0.1,66.20%,55.99%,56.26%,53.46%,12.03%,12.08%,8095.98
2016/5/20,50.8,50.8,49.45,50.2,50.23,49.44,50.11,47.63,2422,3828,4072,0.27,0.35,-0.07,69.05%,60.34%,55.03%,52.94%,12.01%,12.05%,8131.26
2016/5/23,50.2,52.2,49.7,52,50.49,49.64,50.25,47.78,5292,3831,4251,0.39,0.35,0.03,78.05%,66.24%,69.41%,60.45%,12.26%,12.15%,8344.44
2016/5/24,52,52.5,51.2,51.6,50.71,49.97,50.13,47.9,5041,4132,4141,0.49,0.38,0.11,79.76%,70.75%,63.96%,58.20%,10.54%,11.35%,8300.66
2016/5/25,52.6,53.2,51.2,51.2,51.06,50.32,50.12,48.03,5843,4413,4293,0.56,0.42,0.15,74.16%,71.88%,58.45%,55.93%,10.43%,10.89%,8396.2
2016/5/26,51.3,52.7,51.2,52.7,51.54,50.79,50.16,48.16,4400,4600,4415,0.67,0.47,0.2,79.15%,74.31%,70.06%,62.00%,10.99%,10.94%,8394.12
2016/5/27,52.8,53.7,52.4,52.6,52.02,51.13,50.22,48.28,6242,5364,4596,0.78,0.53,0.25,77.47%,75.36%,68.52%,61.38%,11.55%,11.25%,8463.61
2016/5/30,52.9,53.6,52.7,52.9,52.2,51.35,50.29,48.41,3550,5015,4423,0.87,0.6,0.27,78.71%,76.48%,70.82%,62.60%,12.26%,11.75%,8535.87
2016/5/31,52.5,52.9,52,52,52.28,51.5,50.33,48.52,4063,4820,4476,0.87,0.65,0.22,72.47%,75.14%,56.09%,56.76%,12.52%,12.13%,8535.59
2016/6/1,51.6,53,51.6,52.6,52.56,51.81,50.47,48.65,2782,4207,4310,0.88,0.7,0.18,73.02%,74.43%,62.35%,59.50%,13.02%,12.57%,8597.16
2016/6/2,52.8,52.9,51.6,51.6,52.34,51.94,50.63,48.76,3420,4011,4306,0.83,0.73,0.11,64.51%,71.13%,48.51%,53.34%,12.60%,12.59%,8556.02
2016/6/3,51.6,52.1,50.9,52,52.22,52.12,50.78,48.9,2931,3349,4356,0.78,0.74,0.04,56.10%,66.12%,53.47%,55.36%,12.41%,12.50%,8587.36
2016/6/4,52,52.1,51.5,52,52.04,52.12,50.88,49.03,567,2753,3884,0.73,0.74,0,50.50%,60.91%,53.47%,55.36%,12.47%,12.48%,8591.57
2016/6/6,52,52.1,51.5,51.8,52,52.14,51.06,49.15,1006,2141,3480,0.68,0.72,-0.04,44.38%,55.40%,50.00%,53.97%,11.57%,12.03%,8597.11
2016/6/7,52,53.5,51.9,53,52.08,52.32,51.32,49.31,6109,2807,3507,0.72,0.72,0,54.59%,55.13%,65.91%,60.46%,10.33%,11.18%,8679.9
2016/6/8,52.7,53.1,52,52.3,52.22,52.28,51.53,49.43,5255,3174,3593,0.71,0.72,-0.01,53.67%,54.64%,53.91%,55.48%,8.53%,9.85%,8715.48
2016/6/13,52.7,54.4,52.3,54.2,52.66,52.44,51.78,49.61,10180,4623,3986,0.8,0.74,0.06,67.21%,58.83%,71.07%,64.21%,8.56%,9.21%,8536.22
2016/6/14,54.3,54.7,53.6,54.4,53.14,52.59,51.97,49.79,6047,5719,4236,0.9,0.77,0.13,75.51%,64.39%,72.37%,65.00%,9.36%,9.28%,8576.12
2016/6/15,54.4,55,53.9,55,53.78,52.89,52.19,50,4346,6387,4264,1,0.81,0.19,83.67%,70.82%,76.22%,67.35%,10.23%,9.75%,8606.37
2016/6/16,55,56.8,54.9,55.9,54.36,53.22,52.52,50.24,9401,7046,4926,1.16,0.88,0.28,84.03%,75.22%,80.98%,70.59%,10.74%,10.25%,8494.14
2016/6/17,56.1,56.5,55.9,56,55.1,53.66,52.8,50.43,5686,7132,5153,1.29,0.97,0.33,84.32%,78.26%,81.48%,70.94%,11.41%,10.83%,8568.08
2016/6/20,56.2,59.7,55.1,58,55.86,54.26,53.19,50.67,8486,6793,5708,1.51,1.07,0.44,82.64%,79.72%,88.60%,76.91%,13.30%,12.07%,8625.92
2016/6/21,57.6,58.5,56.5,58.5,56.68,54.91,53.52,50.91,6382,6860,6290,1.69,1.2,0.49,83.30%,80.91%,89.78%,78.14%,15.61%,13.84%,8684.85
2016/6/22,58,58.5,57.4,57.6,57.2,55.49,53.82,51.14,3641,6719,6553,1.79,1.32,0.47,79.77%,80.53%,73.39%,70.76%,16.49%,15.17%,8716.25
2016/6/23,57.6,58.6,57.4,58.6,57.74,56.05,54.19,51.38,3287,5496,6271,1.89,1.43,0.46,81.56%,80.87%,78.60%,73.76%,17.45%,16.31%,8676.68
2016/6/24,58.8,59.5,56.2,57.2,57.98,56.54,54.41,51.6,6978,5755,6443,1.88,1.52,0.36,74.05%,78.60%,59.14%,63.76%,17.83%,17.07%,8476.99
2016/6/27,56.8,58.7,56.8,58.5,58.08,56.97,54.71,51.84,3642,4786,5790,1.91,1.6,0.31,75.80%,77.67%,67.98%,68.14%,18.60%,17.83%,8458.87
2016/6/28,58,60.7,57.7,59.9,58.36,57.52,55.06,52.04,8192,5148,6004,2.02,1.68,0.33,79.27%,78.20%,74.97%,72.10%,19.94%,18.89%,8505.51
2016/6/29,60,60.8,59.1,59.1,58.66,57.93,55.41,52.2,4543,5328,6024,2.08,1.76,0.32,76.24%,77.55%,65.21%,66.91%,20.11%,19.50%,8586.56
2016/6/30,59.4,59.7,58.2,59.1,58.76,58.25,55.74,52.37,5356,5742,5619,2.06,1.82,0.24,74.22%,76.44%,65.21%,66.91%,20.22%,19.86%,8666.58
2016/7/1,59.1,59.1,57.6,58,58.92,58.45,56.06,52.48,4809,5308,5532,1.96,1.85,0.11,62.52%,71.80%,51.84%,59.87%,19.20%,19.53%,8738.24
2016/7/4,58,60.5,57.3,60,59.22,58.65,56.46,52.64,4808,5542,5164,1.96,1.87,0.09,69.22%,70.94%,66.72%,66.80%,18.79%,19.16%,8760.58
2016/7/5,59.9,60.7,59.6,60.1,59.26,58.81,56.86,52.81,3649,4633,4891,1.99,1.89,0.09,74.41%,72.09%,67.33%,67.11%,17.99%,18.58%,8716.07
2016/7/6,59.4,60.6,58.9,60.1,59.46,59.06,57.28,52.97,4774,4679,5004,1.97,1.91,0.06,77.86%,74.02%,67.33%,67.11%,16.55%,17.56%,8575.75
2016/7/7,60,60.2,59.6,59.8,59.6,59.18,57.62,53.12,2306,4069,4906,1.93,1.91,0.02,76.91%,74.98%,62.42%,64.95%,15.37%,16.47%,8640.91
2016/7/11,61,65.7,60.8,65.7,61.14,60.03,58.29,53.36,12889,5685,5497,2.25,1.98,0.27,84.61%,78.19%,86.19%,79.28%,17.24%,16.85%,8786.47
2016/7/12,65,70,64.1,66.7,62.48,60.85,58.91,53.63,16925,8109,6825,2.66,2.12,0.54,81.08%,79.15%,87.76%,80.74%,19.94%,18.40%,8841.46
2016/7/13,67,69.3,66.3,69.3,64.32,61.79,59.66,53.93,10007,9380,7007,3.09,2.31,0.78,85.55%,81.28%,90.97%,83.94%,23.66%,21.03%,8857.75
2016/7/14,68.5,70.3,68.1,68.2,65.94,62.7,60.32,54.22,7217,9869,7274,3.4,2.53,0.87,84.98%,82.52%,80.28%,77.96%,25.33%,23.18%,8866.36
2016/7/15,68.6,69.4,67.7,68,67.58,63.59,60.92,54.49,6230,10654,7361,3.57,2.74,0.83,84.09%,83.04%,78.27%,76.87%,26.42%,24.80%,8949.85
2016/7/18,68,72,68,70.7,68.58,64.86,61.66,54.85,9142,9904,7795,3.83,2.95,0.87,86.08%,84.06%,84.54%,80.81%,28.45%,26.62%,9008.21
2016/7/19,70.5,70.5,68,68.9,69.02,65.75,62.2,55.17,9461,8411,8260,3.89,3.14,0.75,82.84%,83.65%,68.69%,71.90%,29.39%,28.01%,9034.87
2016/7/20,68.9,68.9,66.9,67.5,68.66,66.49,62.65,55.47,7270,7864,8622,3.78,3.27,0.51,76.46%,81.25%,58.47%,65.76%,29.54%,28.77%,9007.68
2016/7/21,68.1,69.2,68.1,68.3,68.68,67.31,63.19,55.71,5208,7462,8666,3.71,3.36,0.35,73.29%,78.60%,62.32%,67.49%,29.31%,29.04%,9056.56
2016/7/22,69,69.6,68.5,69.2,68.92,68.25,63.72,56.01,4475,7111,8882,3.67,3.42,0.25,70.38%,75.86%,66.50%,69.39%,29.39%,29.22%,9013.14
2016/7/25,69.7,69.9,67.3,67.9,68.36,68.47,64.25,56.27,4674,6218,8061,3.52,3.44,0.08,56.28%,69.33%,55.76%,63.54%,28.11%,28.66%,8991.67
2016/7/26,67.2,67.8,66.9,67.5,68.08,68.55,64.7,56.54,3840,5093,6752,3.3,3.41,-0.11,41.44%,60.04%,52.62%,61.79%,26.99%,27.83%,9024.79
2016/7/27,67.8,69.1,67.6,67.8,68.14,68.4,65.1,56.81,3379,4315,6090,3.15,3.36,-0.21,33.51%,51.19%,54.91%,62.63%,26.24%,27.03%,9063.39
2016/7/28,68.5,69.6,68.1,68.6,68.2,68.44,65.57,57.1,4192,4112,5787,3.04,3.29,-0.26,33.45%,45.28%,60.93%,64.88%,25.02%,26.02%,9076.64
2016/7/29,68.7,70.8,68.1,69.6,68.28,68.6,66.1,57.43,7831,4783,5947,2.98,3.23,-0.25,45.38%,45.31%,67.46%,67.55%,23.64%,24.83%,8984.41
2016/8/1,69.6,70.5,69.2,69.9,68.68,68.52,66.69,57.79,3610,4570,5394,2.93,3.17,-0.24,55.89%,48.84%,69.30%,68.33%,21.08%,22.96%,9080.71
2016/8/2,70,70.3,68.5,68.6,68.9,68.49,67.12,58.12,5018,4806,4950,2.79,3.1,-0.3,51.79%,49.82%,53.52%,61.31%,18.96%,20.96%,9068.76
2016/8/3,67.7,70,67.6,68.2,68.98,68.56,67.53,58.42,6140,5358,4837,2.61,3,-0.39,45.64%,48.43%,49.37%,59.26%,16.27%,18.62%,9001.71
2016/8/4,68.1,69,67.1,68.5,68.96,68.58,67.95,58.76,6396,5799,4956,2.42,2.88,-0.46,44.10%,46.99%,52.67%,60.34%,12.71%,15.66%,9024.71
2016/8/5,68.9,73.3,68.5,73,69.64,68.96,68.61,59.18,12410,6715,5749,2.53,2.81,-0.28,61.17%,51.71%,78.24%,72.36%,8.62%,12.14%,9092.12
2016/8/8,73.8,73.8,71.6,72,70.06,69.37,68.92,59.58,10831,8159,6365,2.63,2.78,-0.15,65.16%,56.20%,68.39%,67.41%,8.69%,10.42%,9150.26
2016/8/9,71.6,71.7,68.5,68.8,70.1,69.5,69.03,59.91,10004,9156,6981,2.44,2.71,-0.27,51.90%,54.76%,46.10%,54.41%,8.17%,9.29%,9155.08
2016/8/10,68.4,70.6,68.4,70.6,70.58,69.78,69.09,60.24,9286,9785,7572,2.31,2.63,-0.32,52.01%,53.85%,55.82%,59.23%,8.39%,8.84%,9200.42
2016/8/11,70,70,64.6,65.5,69.98,69.47,68.96,60.49,15933,11693,8746,1.9,2.48,-0.59,37.93%,48.54%,34.60%,44.64%,9.51%,9.18%,9131.83
2016/8/12,65.9,66.7,63.8,65.5,68.48,69.06,68.83,60.76,9451,11101,8908,1.47,2.28,-0.81,30.96%,42.68%,34.60%,44.64%,10.43%,9.81%,9150.39
2016/8/15,65.9,70.4,65.9,69,67.88,68.97,68.75,61.07,14128,11760,9960,1.37,2.1,-0.73,37.97%,41.11%,52.46%,53.91%,10.15%,9.98%,9148.51
2016/8/16,66.9,68.3,66,67.6,67.64,68.87,68.68,61.36,11673,12094,10625,1.18,1.91,-0.73,37.98%,40.07%,46.38%,50.24%,10.26%,10.12%,9110.36
2016/8/17,68.4,69.1,67.2,67.3,66.98,68.78,68.67,61.61,9669,12171,10978,1.05,1.74,-0.69,36.99%,39.04%,45.04%,49.45%,10.30%,10.21%,9117.7
2016/8/18,68.1,69.4,67.9,69.1,67.7,68.84,68.71,61.9,8803,10745,11219,1.02,1.6,-0.57,42.32%,40.14%,54.51%,54.16%,10.30%,10.25%,9122.5
2016/8/19,69.2,69.3,68.3,68.4,68.28,68.38,68.67,62.19,4201,9695,10398,0.97,1.47,-0.5,47.63%,42.63%,50.46%,52.10%,10.29%,10.27%,9034.27
2016/8/22,68.7,69.2,68.3,68.4,68.16,68.02,68.7,62.45,2768,7423,9592,0.91,1.36,-0.45,54.30%,46.52%,50.46%,52.10%,10.24%,10.26%,8981.81
2016/8/23,68.4,69.3,67.7,68.9,68.42,68.03,68.77,62.72,4645,6017,9056,0.87,1.26,-0.39,61.96%,51.67%,53.98%,53.60%,10.11%,10.18%,9030.93
2016/8/24,69.2,72.4,69.2,70.5,69.06,68.02,68.9,63.02,12636,6611,9391,0.98,1.21,-0.22,67.27%,56.87%,63.85%,58.17%,10.23%,10.21%,9017.38
2016/8/25,70.9,71.9,69.5,71.3,69.5,68.6,69.04,63.34,8117,6473,8609,1.09,1.18,-0.09,72.54%,62.09%,67.98%,60.30%,10.64%,10.42%,9115.47
2016/8/26,71.1,72.7,71,71.6,70.14,69.21,69.14,63.66,6905,7014,8355,1.21,1.19,0.03,76.22%,66.80%,69.54%,61.11%,11.09%,10.76%,9131.72
2016/8/29,72,73.6,71.8,73.4,71.14,69.65,69.31,64.02,9167,8294,7858,1.41,1.23,0.17,83.11%,72.24%,77.46%,65.69%,12.27%,11.52%,9110.17
2016/8/30,73.7,77.6,73.6,76.5,72.66,70.54,69.71,64.43,14289,10223,8120,1.78,1.34,0.44,85.03%,76.50%,85.34%,71.91%,15.10%,13.31%,9110.56
2016/8/31,76.5,76.6,74.7,76.5,73.86,71.46,70.12,64.84,8901,9476,8043,2.05,1.48,0.57,86.32%,79.77%,85.34%,71.91%,17.07%,15.19%,9068.85
2016/9/1,76.1,76.6,75,75.5,74.7,72.1,70.47,65.23,5886,9030,7752,2.21,1.63,0.58,83.81%,81.12%,73.42%,67.23%,18.08%,16.63%,9001.15
2016/9/2,75.9,76,73.5,76,75.58,72.86,70.62,65.61,5269,8702,7858,2.29,1.76,0.53,83.82%,82.02%,75.47%,68.36%,19.07%,17.85%,8987.55
2016/9/5,76.5,78.4,76.5,76.7,76.24,73.69,70.86,66.02,7158,8301,8297,2.46,1.9,0.56,83.05%,82.36%,78.29%,69.93%,20.38%,19.11%,9090.13
