丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2015/7/1,9311.76,9404.76,9298.36,9375.23,9374.65,9341.17,9329.62,9568.48,866.26,922.77,907.91,-55.88,-72.01,16.13,56.43%,57.97%
2015/7/2,9372.46,9400.68,9350.05,9379.24,9355.23,9360.11,9320.76,9564.1,861.02,888.49,901.27,-49.74,-67.55,17.82,57.30%,57.74%
2015/7/3,9369.5,9369.5,9265.14,9358.23,9334.36,9374.1,9321.24,9560.54,843.84,888,902.77,-47.51,-63.54,16.04,55.51%,57.00%
2015/7/6,9309.86,9347.54,9255.96,9255.96,9338.34,9365.51,9317.03,9555.34,835.57,866.66,895.58,-49.92,-60.82,10.9,42.80%,52.27%
2015/7/7,9278.33,9332.97,9244.46,9250.16,9323.76,9351.42,9311.12,9549.22,924.9,866.32,887.39,-52,-59.06,7.06,33.68%,46.07%
2015/7/8,9225.91,9225.91,8946.75,8976.11,9243.94,9309.3,9300.33,9537.71,1433.87,979.84,951.31,-72.03,-61.65,-10.38,24.26%,38.80%
2015/7/9,8861.28,8946.24,8750.92,8914.13,9150.92,9253.08,9281.11,9525.57,1303.06,1068.25,978.37,-98.86,-69.09,-29.77,24.49%,34.03%
2015/7/13,8946.72,9041.88,8946.72,9033.92,9086.06,9210.21,9267.68,9517.14,1040.63,1107.61,997.81,-108.17,-76.91,-31.26,30.76%,32.94%
2015/7/14,9061.58,9124.76,9041.76,9041.76,9043.22,9190.78,9254.67,9506.89,1007.32,1141.96,1004.31,-110.36,-83.6,-26.77,35.33%,33.74%
2015/7/15,9063.54,9089.47,9005.1,9054.2,9004.02,9163.89,9244.41,9498.27,833.69,1123.71,995.02,-111.77,-89.23,-22.53,39.11%,35.53%
2015/7/16,9062.76,9085.31,9021.82,9042.21,9017.24,9130.59,9235.88,9489.76,779.2,992.78,986.31,-111.82,-93.75,-18.07,41.77%,37.61%
2015/7/17,9060.92,9079.23,9018,9045.98,9043.61,9097.27,9228.69,9481.63,766.06,885.38,976.82,-110.63,-97.13,-13.51,44.33%,39.85%
2015/7/20,9085,9124.88,8952.64,8975,9031.83,9058.94,9216.52,9471,826.29,842.51,975.06,-111.67,-100.03,-11.63,42.39%,40.70%
2015/7/21,8997.56,9010.71,8940.38,9005.96,9024.67,9033.94,9199.73,9457.8,727.73,786.59,964.28,-112.49,-102.53,-9.97,46.16%,42.52%
2015/7/22,8955.59,8968.39,8896.1,8918.7,8997.57,9000.8,9176.11,9441.23,796.05,779.07,951.39,-117.06,-105.43,-11.63,45.73%,43.59%
2015/7/23,8865.36,8895.88,8751.71,8791.12,8947.35,8982.3,9145.8,9421.53,1044.62,832.15,912.47,-128.72,-110.09,-18.63,34.00%,40.39%
2015/7/24,8809.65,8811.76,8733.43,8767.86,8891.73,8967.67,9110.37,9401.71,777.18,834.37,859.88,-139.36,-115.95,-23.42,25.60%,35.46%
2015/7/27,8733.24,8733.24,8553.09,8556.68,8808.06,8919.95,9065.08,9380.09,974.89,864.09,853.3,-159.7,-124.7,-35,17.28%,29.40%
2015/7/28,8566.42,8635.88,8532,8582.49,8723.37,8874.02,9032.4,9359.47,1001.57,918.86,852.73,-175.14,-134.78,-40.36,14.36%,24.39%
2015/7/29,8587.7,8619.41,8516.23,8563.48,8652.33,8824.95,8994.42,9338.11,900.01,939.65,859.36,-186.65,-145.16,-41.49,12.16%,20.31%
2015/7/30,8567.23,8697.18,8567.23,8651.49,8624.4,8785.88,8958.23,9318.63,885.91,907.91,870.03,-187.45,-153.62,-33.84,15.51%,18.71%
2015/7/31,8670.92,8676.29,8591.37,8665.34,8603.9,8747.81,8922.54,9299.42,869.48,926.37,880.37,-185.33,-159.96,-25.37,20.39%,19.27%
2015/8/3,8636.53,8636.53,8482.92,8524.41,8597.44,8702.75,8880.85,9279.75,790.18,889.43,876.76,-190.14,-166,-24.14,16.44%,18.33%
2015/8/4,8538.44,8590.3,8433.92,8510.86,8583.12,8653.24,8843.59,9260.07,1009.89,891.09,904.98,-194.17,-171.63,-22.54,16.51%,17.72%
2015/8/5,8504.94,8563.01,8486.27,8542.27,8578.87,8615.6,8808.2,9241.38,868.32,884.75,912.2,-193.37,-175.98,-17.39,20.57%,18.67%
2015/8/6,8564.55,8586.24,8404.67,8449.56,8538.49,8581.44,8781.87,9220.86,908.66,889.3,898.61,-195.4,-179.86,-15.54,18.27%,18.54%
2015/8/7,8409.01,8458.04,8368.4,8442.29,8493.88,8548.89,8758.28,9199.49,761.54,867.72,897.04,-198.33,-183.56,-14.78,19.67%,18.91%
2015/8/10,8410.63,8484.18,8374.08,8466.84,8482.36,8539.9,8729.93,9180.43,791.59,868,878.71,-196.76,-186.2,-10.56,23.09%,20.31%
2015/8/11,8542.13,8586.22,8393.08,8394.14,8459.02,8521.07,8697.54,9160.67,1003.94,866.81,878.95,-193.77,-187.71,-6.05,18.00%,19.54%
2015/8/12,8365.15,8376.59,8235.95,8283.38,8407.24,8493.06,8659,9138.63,967.32,886.61,885.68,-200.95,-190.36,-10.59,15.59%,18.22%
2015/8/13,8284.96,8348.39,8271.69,8311.74,8379.68,8459.08,8622.48,9115.21,890.3,882.94,886.12,-203,-192.89,-10.11,16.70%,17.72%
2015/8/14,8315.14,8343.98,8283.35,8305.64,8352.35,8423.11,8585.46,9092.22,738.99,878.43,873.07,-202.4,-194.79,-7.61,17.69%,17.71%
2015/8/17,8307.9,8308.54,8213.42,8213.42,8301.66,8392.01,8547.38,9069.46,702.76,860.66,864.33,-205.39,-196.91,-8.48,11.79%,15.74%
2015/8/18,8237.08,8277.22,8166.77,8177.22,8258.28,8358.65,8505.95,9045.1,756.23,811.12,838.97,-208.4,-199.21,-9.19,8.69%,13.39%
2015/8/19,8182.81,8182.81,7987.57,8021.84,8205.97,8306.61,8461.1,9018.05,1018.7,821.4,854,-220.04,-203.37,-16.66,7.70%,11.49%
2015/8/20,8008.68,8063.8,7951.72,8029.81,8149.59,8264.63,8423.04,8990.72,885.88,820.51,851.73,-229.42,-208.58,-20.83,9.24%,10.74%
2015/8/21,7941.95,7941.95,7786.92,7786.92,8045.84,8199.1,8373.99,8958.94,1036.63,880.04,879.23,-249.56,-216.78,-32.78,6.16%,9.21%
2015/8/24,7719.63,7719.63,7203.07,7410.34,7885.23,8093.45,8316.67,8920.57,1460.88,1031.66,946.16,-293.59,-232.14,-61.45,9.99%,9.47%
2015/8/25,7427.36,7677.93,7368.47,7675.64,7784.91,8021.6,8271.33,8886.81,1236.97,1127.81,969.47,-311.69,-248.05,-63.64,20.42%,13.12%
2015/8/26,7636.12,7762.45,7547.61,7715.59,7723.66,7964.82,8228.94,8854.98,1100.93,1144.26,982.83,-315.47,-261.53,-53.94,28.58%,18.28%
2015/8/27,7762.63,7856.4,7762.63,7824.55,7682.61,7916.1,8187.59,8825.15,1101.4,1187.36,1003.94,-304.33,-270.09,-34.24,37.80%,24.78%
2015/8/28,7923.77,8039.76,7923.77,8019.18,7729.06,7887.45,8155.28,8799.53,1053.52,1190.74,1035.39,-277.5,-271.57,-5.92,50.52%,33.36%
2015/8/31,8026.62,8174.92,7961.77,8174.92,7881.98,7883.6,8137.81,8779.96,1016.47,1101.86,1066.76,-243.65,-265.99,22.34,66.75%,44.49%
2015/9/1,8117.5,8119.9,8002.18,8017.56,7950.36,7867.64,8113.14,8757.92,853.31,1025.12,1076.47,-220.92,-256.98,36.05,72.43%,53.81%
2015/9/2,7970.4,8068.06,7907.31,8035.29,8014.3,7868.98,8087.79,8735.7,913.34,987.61,1065.93,-202.82,-246.14,43.33,76.83%,61.48%
2015/9/3,8071.37,8101.13,8007.48,8095.95,8068.58,7875.59,8070.11,8717.44,871.63,941.65,1064.51,-181.24,-233.16,51.92,81.85%,68.27%
2015/9/4,8087.62,8128.23,7990.86,8000.6,8064.86,7896.96,8048.03,8695.81,830.34,897.02,1043.88,-165.87,-219.7,53.84,80.69%,72.41%
2015/9/7,7990.76,8053.2,7957.8,7986.56,8027.19,7954.58,8024.01,8673.87,690.47,831.82,966.84,-154.65,-206.69,52.04,77.12%,73.98%
2015/9/8,7993.1,8031.26,7978.78,8001.5,8023.98,7987.17,8004.38,8652.2,668.16,794.79,909.96,-143.52,-194.06,50.54,70.73%,72.90%
2015/9/9,8097.22,8296.13,8097.22,8286.92,8074.31,8044.3,8004.56,8635.99,1188.65,849.85,918.73,-114.14,-178.07,63.94,79.69%,75.16%
2015/9/10,8247.64,8274.82,8214.5,8268.68,8108.85,8088.72,8002.41,8620.26,859.26,847.38,894.51,-88.63,-160.18,71.56,84.11%,78.14%
2015/9/11,8271.25,8313.18,8233.14,8305.82,8169.9,8117.38,8002.42,8605.52,806.62,842.63,869.82,-65.01,-141.15,76.14,88.80%,81.70%
2015/9/14,8332.57,8360.03,8259.31,8307.29,8234.04,8130.62,8007.11,8590.34,766.65,857.87,844.84,-44.26,-121.77,77.51,88.65%,84.02%
2015/9/15,8320.22,8327.95,8226.07,8259.99,8285.74,8154.86,8011.25,8572.31,692.67,862.77,828.78,-30.68,-103.55,72.87,84.14%,84.06%
2015/9/16,8298.13,8342.36,8276.94,8333.29,8295.01,8184.66,8026.82,8554.68,813.37,787.71,818.78,-15.47,-85.94,70.47,87.21%,85.11%
2015/9/17,8377.31,8467.15,8377.31,8445.5,8330.38,8219.62,8047.6,8538.81,989.56,813.77,830.57,5.59,-67.63,73.22,90.06%,86.76%
2015/9/18,8427.52,8488.53,8399.71,8462.14,8361.64,8265.77,8081.37,8521.91,952.76,843,842.82,23.57,-49.39,72.96,91.65%,88.39%
2015/9/21,8404.5,8404.5,8285.43,8307.04,8361.59,8297.82,8126.2,8502.65,777.89,845.25,851.56,27.24,-34.06,61.3,78.97%,85.25%
2015/9/22,8331.44,8365.92,8325.78,8365.92,8382.78,8334.26,8160.71,8488.15,704.39,847.59,855.18,32.19,-20.81,53,71.07%,80.52%
2015/9/23,8310.82,8310.82,8186.22,8193.42,8354.8,8324.91,8184.61,8469.32,811.19,847.16,817.44,24.94,-11.66,36.6,48.17%,69.74%
2015/9/24,8224.23,8257.14,8101.9,8123.1,8290.32,8310.35,8199.53,8448.45,826.64,814.57,814.17,13.42,-6.65,20.06,33.94%,57.81%
2015/9/25,8131.49,8152.5,8061.87,8132.35,8224.37,8293,8205.19,8427.67,715.49,767.12,805.06,1.72,-4.97,6.69,28.13%,47.92%
2015/9/30,8097.15,8181.24,8059.68,8181.24,8199.21,8280.4,8205.51,8408.05,1056.83,822.91,834.08,-4.98,-4.98,-0.01,28.20%,41.35%
2015/10/1,8194.3,8317.79,8170.78,8295.94,8185.21,8283.99,8219.43,8392.05,896.12,861.25,854.42,-0.66,-4.11,3.45,37.17%,39.95%
2015/10/2,8290.43,8320.66,8253.75,8305.03,8207.53,8281.17,8232.91,8376.3,742.87,847.59,847.37,4.8,-2.33,7.13,43.85%,41.25%
2015/10/5,8342.99,8364.59,8316.83,8352.36,8253.38,8271.85,8245.73,8365.91,842.83,850.83,832.7,13.05,0.75,12.3,57.53%,46.68%
2015/10/6,8409.31,8482.83,8390.89,8394.1,8305.73,8265.05,8265.41,8357.24,1010.97,909.92,838.52,24.86,5.57,19.29,64.69%,52.68%
2015/10/7,8398.53,8495.23,8385.04,8495.23,8368.53,8283.87,8290.84,8348.26,941.05,886.77,854.84,38,12.06,25.95,76.46%,60.61%
2015/10/8,8528.46,8544.93,8434.5,8445.96,8398.54,8291.87,8313.07,8338.33,975.24,902.59,881.92,47.87,19.22,28.65,77.51%,66.24%
2015/10/12,8478.34,8578.22,8478.34,8573.72,8452.27,8329.9,8327.41,8330.32,1031.01,960.22,903.9,61.7,27.71,33.98,84.72%,72.40%
2015/10/13,8571.57,8574.11,8518.41,8567.92,8495.39,8374.39,8342.37,8322.42,901.34,971.92,911.37,72.31,36.63,35.68,89.15%,77.98%
2015/10/14,8545.14,8553.87,8515.53,8522.51,8521.07,8413.4,8353.2,8313.69,878.26,945.38,927.65,77.53,44.81,32.71,88.21%,81.39%
2015/10/15,8573.38,8652.47,8573.38,8601.52,8542.33,8455.43,8367.91,8307.47,951.89,947.55,917.16,87,53.25,33.75,87.88%,83.55%
2015/10/16,8596.43,8627.83,8574.64,8604.95,8574.12,8486.33,8385.16,8300.79,967.18,945.93,924.26,93.11,61.22,31.89,87.20%,84.77%
2015/10/19,8628.79,8670.32,8603.08,8631.5,8585.68,8518.98,8400.07,8296,812.32,902.2,931.21,99.3,68.84,30.46,86.93%,85.49%
2015/10/20,8651.08,8663.12,8618.48,8653.6,8602.82,8549.1,8410.48,8293.71,826.85,887.3,929.61,104.07,75.88,28.18,89.33%,86.77%
2015/10/21,8668.08,8690.39,8591.42,8609.23,8620.16,8570.61,8417.83,8291.06,896.8,891.01,918.19,104.85,81.68,23.17,82.32%,85.29%
2015/10/22,8600.4,8631.17,8594.21,8608.46,8621.55,8581.94,8432.9,8291.93,763.16,853.26,900.4,103.11,85.96,17.15,75.33%,81.97%
2015/10/23,8671.52,8740.08,8662.03,8673.81,8635.32,8604.72,8448.3,8293.45,940.04,847.83,896.88,106.71,90.11,16.6,73.72%,79.22%
2015/10/26,8706.81,8757.14,8706.81,8745.36,8658.09,8621.89,8475.89,8296.48,852.22,855.82,879.01,112.4,94.57,17.83,80.85%,79.76%
2015/10/27,8724,8733.53,8662.77,8701.32,8667.64,8635.23,8504.81,8297.31,891.39,868.72,878.01,112.47,98.15,14.32,77.11%,78.88%
2015/10/28,8679.24,8714.01,8632.38,8665.99,8678.99,8649.57,8531.49,8297.32,805.13,850.39,870.7,108.83,100.29,8.55,68.09%,75.28%
2015/10/29,8682.58,8704.59,8568.13,8571.08,8671.51,8646.53,8550.98,8298.1,860.8,869.92,861.59,99.49,100.13,-0.63,45.91%,65.49%
2015/10/30,8578.25,8586.9,8503.69,8554.31,8647.61,8641.47,8563.9,8298.82,871.41,856.19,852.01,86.74,97.45,-10.71,37.27%,56.08%
2015/11/2,8571.53,8614.77,8524.01,8614.77,8621.49,8639.79,8579.39,8300.03,787.63,843.27,849.54,79.13,93.79,-14.65,39.45%,50.54%
2015/11/3,8643.21,8728.06,8643.21,8713.19,8623.87,8645.75,8597.43,8304.42,976.1,860.21,864.47,80.83,91.2,-10.36,53.86%,51.65%
2015/11/4,8759.94,8864.17,8754.18,8857.02,8662.07,8670.53,8620.57,8311.34,1284.36,956.06,903.22,91.91,91.34,0.57,68.58%,57.29%
2015/11/5,8858.73,8871.87,8828.04,8850.18,8717.89,8694.7,8638.32,8317.73,1070.32,997.96,933.94,100.89,93.25,7.64,77.09%,63.89%
2015/11/6,8857.61,8857.61,8671.89,8693.57,8745.75,8696.68,8650.7,8322.72,1142.76,1052.23,954.21,97.13,94.03,3.11,68.58%,65.45%
2015/11/9,8702.67,8746.28,8623.7,8642.48,8751.29,8686.39,8654.14,8328.7,956.45,1086,964.63,87.87,92.79,-4.93,58.29%,63.06%
2015/11/10,8614.55,8614.55,8529.54,8536.9,8716.03,8669.95,8652.59,8332.45,865.49,1063.87,962.04,70.89,88.41,-17.53,41.86%,56.00%
2015/11/11,8543.63,8557.69,8415.01,8415.01,8627.63,8644.85,8647.21,8334.28,979.94,1002.99,979.52,48.49,80.43,-31.93,27.91%,46.64%
2015/11/12,8426.76,8467.31,8374.07,8428.09,8543.21,8630.55,8638.54,8337.85,830.28,954.98,976.47,28.3,70,-41.7,22.22%,38.50%
2015/11/13,8402.11,8453.04,8329.5,8329.5,8470.4,8608.07,8624.77,8340.39,781.55,882.74,967.49,7.05,57.41,-50.36,14.82%,30.60%
2015/11/16,8278.12,8312.06,8217.34,8295.4,8400.98,8576.13,8607.96,8344.95,815.44,854.54,970.27,-16.08,42.71,-58.8,13.85%,25.02%
2015/11/17,8369.14,8471.89,8369.14,8419.42,8377.48,8546.76,8596.25,8351.45,864.33,854.31,959.09,-22.86,29.6,-52.46,19.53%,23.19%
2015/11/18,8432.25,8455.14,8326.72,8340.47,8362.58,8495.1,8582.82,8360.67,837.75,825.87,914.43,-32.25,17.23,-49.48,19.43%,21.94%
2015/11/19,8382.09,8477.2,8357.2,8477.2,8372.4,8457.8,8576.25,8378.45,859.6,831.73,893.36,-32.73,7.24,-39.97,29.33%,24.40%
2015/11/20,8472.65,8484.06,8434.33,8465.45,8399.59,8434.99,8565.84,8391.62,763.13,828.05,855.39,-31.53,-0.52,-31.01,40.37%,29.72%
2015/11/23,8480.59,8503.08,8450.01,8485.73,8437.65,8419.32,8552.85,8404.45,706.1,806.18,830.36,-28.73,-6.16,-22.57,53.20%,37.55%
2015/11/24,8472.24,8497.83,8397.44,8400.14,8433.8,8405.64,8537.8,8414.04,816.92,796.7,825.5,-30.77,-11.08,-19.69,56.79%,43.96%
2015/11/25,8407.54,8426.62,8352.17,8386.13,8442.93,8402.75,8523.8,8420.16,764.11,781.97,803.92,-34.9,-15.84,-19.06,57.55%,48.49%
2015/11/26,8411.16,8510.7,8411.16,8484.9,8444.47,8408.43,8519.49,8425.33,801.24,770.3,801.02,-30.95,-18.87,-12.08,68.77%,55.25%
2015/11/27,8493.18,8505.08,8397.49,8398.4,8431.06,8415.32,8511.7,8431.67,667.42,751.16,789.6,-31.34,-21.36,-9.98,58.83%,56.45%
2015/11/30,8339.83,8339.83,8239,8320.61,8398.04,8417.85,8496.99,8436.43,1370.73,884.08,845.13,-40.84,-25.26,-15.58,49.23%,54.04%
2015/12/1,8359.27,8463.3,8339.5,8463.3,8410.67,8422.23,8484.5,8442.55,915.98,903.9,850.3,-37.66,-27.74,-9.93,60.34%,56.14%
2015/12/2,8475.96,8497.19,8441.28,8457.4,8424.92,8433.93,8464.51,8450.17,908.49,932.77,857.37,-32.27,-28.64,-3.63,67.02%,59.77%
2015/12/3,8424.54,8484.52,8393.29,8456.06,8419.15,8431.81,8444.81,8457.99,818.79,936.28,853.29,-28.95,-28.7,-0.24,71.31%,63.62%
2015/12/4,8423.7,8423.7,8355.75,8398.6,8419.19,8425.13,8430.06,8464.61,823.72,967.54,859.35,-30.26,-29.02,-1.25,67.12%,64.78%
2015/12/7,8432.47,8535.36,8432.47,8454.27,8445.93,8421.98,8420.65,8467.4,891.05,871.61,877.84,-24.97,-28.21,3.23,68.96%,66.18%
2015/12/8,8442.06,8453.63,8335.67,8343.86,8422.04,8416.35,8411,8468.65,874.23,863.26,883.58,-28.51,-28.27,-0.24,57.77%,63.37%
2015/12/9,8329.86,8343.37,8229.62,8229.62,8376.48,8400.7,8401.73,8467.38,905.38,862.63,897.7,-39.82,-30.58,-9.24,38.51%,55.09%
2015/12/10,8214.27,8228.43,8133.42,8216.17,8328.5,8373.83,8391.13,8465.86,892.02,877.28,906.78,-52.98,-35.06,-17.92,32.54%,47.57%
2015/12/11,8217.33,8253.11,8108.68,8115.89,8271.96,8345.58,8380.45,8463.46,890.07,890.55,929.04,-66.69,-41.39,-25.3,22.25%,39.13%
2015/12/14,8058.67,8068.98,7980.59,8040.16,8189.14,8317.53,8367.69,8458.58,760.04,864.35,867.98,-85.91,-50.29,-35.62,18.42%,32.23%
2015/12/15,8074.48,8140.06,8073.35,8073.35,8135.04,8278.54,8350.39,8452.37,744.42,838.38,850.82,-95.41,-59.31,-36.09,17.85%,27.43%
2015/12/16,8144.03,8204.2,8121.06,8184.66,8126.05,8251.26,8342.6,8447.75,895.9,836.49,849.56,-95.09,-66.47,-28.62,24.16%,26.34%
2015/12/17,8214.62,8319.67,8214.62,8319.67,8146.75,8237.63,8334.72,8447.96,924.4,842.96,860.12,-84.2,-70.02,-14.18,36.48%,29.72%
2015/12/18,8272.41,8317.48,8241.32,8257.32,8175.03,8223.5,8324.31,8446.15,845.13,833.98,862.26,-76.71,-71.35,-5.35,43.82%,34.42%
2015/12/21,8228.05,8289.59,8191.53,8282.17,8223.43,8206.29,8314.13,8447.63,783.63,838.7,851.52,-70.52,-71.19,0.67,56.92%,41.92%
2015/12/22,8283.03,8316.44,8261.72,8292.74,8267.31,8201.18,8308.76,8450.45,772.26,844.27,841.32,-62.51,-69.45,6.94,68.64%,50.83%
2015/12/23,8296.58,8359.25,8296.58,8315.7,8293.52,8209.78,8305.24,8453.51,746.14,814.31,825.4,-53.06,-66.17,13.11,75.26%,58.97%
2015/12/24,8351.2,8393.41,8324.36,8324.36,8294.46,8220.6,8297.22,8455.9,615.78,752.59,797.78,-43.47,-61.63,18.16,77.93%,65.29%
2015/12/25,8328.94,8364.3,8320.1,8363.28,8315.65,8245.34,8295.46,8457.02,402.56,664.08,749.03,-34.58,-56.22,21.65,82.15%,70.91%
2015/12/28,8374.18,8394.6,8358.49,8358.49,8330.91,8277.17,8297.35,8457.91,510.19,609.39,724.04,-26.04,-50.19,24.15,83.70%,75.17%
2015/12/29,8349.27,8351.16,8286.84,8293.91,8331.15,8299.23,8288.88,8456.94,528.4,560.61,702.44,-23.92,-44.93,21.01,72.60%,74.32%
2015/12/30,8313.37,8342.34,8262.52,8279.99,8324.01,8308.76,8280.01,8455.03,535.37,518.46,666.39,-23.2,-40.59,17.38,62.92%,70.52%
2015/12/31,8273.77,8338.06,8258.73,8338.06,8326.75,8310.6,8274.11,8452.41,482.1,491.72,622.16,-20.22,-36.51,16.29,66.00%,69.01%
2016/1/4,8315.79,8326.33,8109.09,8114.26,8276.94,8296.3,8259.9,8446.89,770.37,565.28,614.68,-29.8,-35.17,5.37,44.60%,60.88%
2016/1/5,8105,8142.64,8055.96,8075.11,8220.27,8275.59,8240.94,8438.58,803.49,623.95,616.67,-43.25,-36.79,-6.46,31.62%,51.12%
2016/1/6,8064.25,8076.54,7948.43,7990.39,8159.56,8245.36,8223.27,8428.95,991.44,716.55,638.58,-60.14,-41.46,-18.68,24.22%,42.16%
2016/1/7,7963.24,7980.5,7770.16,7852.06,8073.98,8198.99,8204.39,8417.78,1175.77,844.63,681.55,-83.67,-49.9,-33.77,20.52%,34.94%
2016/1/8,7811.2,7906.55,7788.71,7893.97,7985.16,8155.95,8188.28,8405.98,928.54,933.92,712.82,-100.59,-60.04,-40.55,20.29%,30.06%
2016/1/11,7855.8,7855.8,7726.22,7788.42,7919.99,8098.47,8171.9,8392.37,853.22,950.49,757.89,-119.16,-71.86,-47.3,16.84%,25.65%
2016/1/12,7807.93,7851.81,7732.11,7768.45,7858.66,8039.46,8158.32,8377.99,865.52,962.9,793.42,-133.12,-84.11,-49,13.51%,21.61%
2016/1/13,7799.56,7865.98,7786.33,7824.61,7825.5,7992.53,8145.88,8364.17,765.89,917.79,817.17,-138.93,-95.08,-43.85,14.37%,19.19%
2016/1/14,7752.09,7752.09,7662.34,7742.88,7803.67,7938.82,8123.79,8349.73,817.79,846.19,845.41,-149.9,-106.04,-43.86,13.62%,17.34%
2016/1/15,7809,7842.34,7708.66,7762.01,7777.27,7881.22,8095.91,8335.63,904.31,841.35,887.63,-153.31,-115.49,-37.81,16.00%,16.89%
2016/1/18,7678.67,7834.25,7627.89,7811.18,7781.83,7850.91,8073.6,8321.25,816.94,834.09,892.29,-154.04,-123.2,-30.83,24.28%,19.35%
2016/1/19,7816.45,7854.88,7786.77,7854.88,7799.11,7828.89,8052.24,8306.41,743.28,809.64,886.27,-147.53,-128.07,-19.46,37.65%,25.45%
2016/1/20,7835.17,7835.17,7687.6,7699.12,7774.01,7799.76,8022.56,8289.71,899.09,836.28,877.04,-149.34,-132.32,-17.01,33.62%,28.17%
2016/1/21,7713.17,7748.37,7664.01,7664.01,7758.24,7780.95,7989.97,8273.01,737.58,820.24,833.22,-152.65,-136.39,-16.26,27.47%,27.94%
2016/1/22,7729.01,7774.12,7706.14,7756.18,7757.07,7767.17,7961.56,8259.42,694.12,778.2,809.77,-148.48,-138.8,-9.67,36.27%,30.72%
2016/1/25,7813.73,7899.66,7813.73,7894.15,7773.67,7777.75,7938.11,8248.42,696.61,754.14,794.11,-133.36,-137.72,4.35,56.84%,39.43%
2016/1/26,7832.1,7848.63,7799.58,7828.67,7768.43,7783.77,7911.62,8235.32,623.49,730.18,769.91,-123.91,-134.96,11.04,62.52%,47.12%
2016/1/27,7863.66,7888.63,7830.33,7849.83,7798.57,7786.29,7889.41,8220.93,703.42,691.04,763.66,-112.84,-130.53,17.69,68.90%,54.38%
2016/1/28,7825.22,7921.06,7821.12,7905.1,7846.79,7802.51,7870.67,8205.06,796.51,702.83,761.54,-100.21,-124.47,24.25,77.45%,62.07%
2016/1/29,7880.78,8080.6,7876.82,8080.6,7911.67,7834.37,7857.79,8192.24,1134.64,790.93,784.57,-77.89,-115.15,37.27,84.97%,69.70%
2016/1/30,8107.23,8149.5,8106.63,8145.21,7961.88,7867.78,7859.34,8183.1,624.97,776.6,765.37,-50.97,-102.32,51.34,89.68%,76.36%
2016/2/1,8164.24,8166.8,8110.87,8156.96,8027.54,7897.98,7863.43,8175.01,848.82,821.67,775.92,-28.41,-87.53,59.13,92.47%,81.73%
2016/2/2,8141.52,8156.25,8091.14,8131.24,8083.82,7941.2,7870.48,8168.25,738.12,828.61,759.83,-12.03,-72.43,60.4,92.41%,85.29%
2016/2/3,8117.22,8117.22,8036.6,8063,8115.4,7981.09,7881.02,8162.38,785.53,826.41,764.62,-3.65,-58.68,55.02,85.52%,85.37%
2016/2/15,7976.65,8074.8,7953.99,8066.51,8112.58,8012.13,7889.65,8156.35,890.49,777.58,784.26,0.6,-46.82,47.42,81.24%,83.99%
2016/2/16,8090.91,8227.19,8090.91,8212.07,8125.96,8043.92,7910.83,8154.4,922.74,837.14,806.87,15.5,-34.36,49.86,86.25%,84.74%
2016/2/17,8240.73,8253.8,8196.13,8214.25,8137.41,8082.48,7933.12,8153.04,849.73,837.32,829.5,29.71,-21.54,51.26,87.79%,85.76%
2016/2/18,8261.74,8337.97,8261.74,8314.67,8174.1,8128.96,7957.63,8151.3,963.07,882.31,855.46,47.5,-7.74,55.24,90.17%,87.23%
2016/2/19,8291.83,8325.04,8280.39,8325.04,8226.51,8170.96,7986.73,8151.04,767.64,878.73,852.57,61.43,6.1,55.33,92.33%,88.93%
2016/2/22,8315.79,8396.62,8296.18,8326.68,8278.54,8195.56,8014.97,8148.53,766.66,853.97,815.78,73.44,19.57,53.88,89.62%,89.16%
2016/2/23,8333.59,8361.79,8311.94,8334.64,8303.06,8214.51,8041.14,8146.35,791.59,827.74,832.44,81.96,32.04,49.91,88.41%,88.91%
2016/2/24,8332.66,8382.25,8264.39,8282.86,8316.78,8227.1,8062.54,8142.97,729.21,803.63,820.48,85.09,42.65,42.44,83.71%,87.18%
2016/2/25,8304.18,8388.63,8304.18,8365.86,8327.02,8250.56,8095.88,8142.4,853.7,781.76,832.04,90.81,52.28,38.52,86.82%,87.06%
2016/2/26,8380.53,8432.74,8347.8,8411.16,8344.24,8285.37,8133.23,8142.82,848.25,797.88,838.31,97.8,61.39,36.42,89.11%,87.74%
2016/3/1,8381.38,8489.01,8378.06,8485.69,8376.04,8327.29,8169.71,8142.83,930.76,830.7,842.34,106.87,70.48,36.39,92.36%,89.28%
2016/3/2,8544.66,8586.25,8540.17,8544.05,8417.92,8360.49,8202.2,8145.26,1015.04,875.39,851.56,120.26,80.44,39.82,90.57%,89.71%
2016/3/3,8569.05,8630.77,8561.74,8611.79,8483.71,8400.24,8241.36,8150.11,1014.57,932.46,868.05,133.4,91.03,42.37,91.99%,90.47%
2016/3/4,8611.37,8648.94,8584.06,8643.55,8539.25,8433.13,8281.05,8153.11,951.77,952.08,866.92,144.24,101.67,42.57,94.19%,91.71%
2016/3/7,8656.74,8727.88,8632.21,8659.55,8588.93,8466.58,8318.77,8156.48,973.17,977.06,887.47,154.27,112.19,42.08,91.21%,91.55%
