丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2014/10/22,8744.91,8775.35,8729.77,8748.83,8642.64,8727.01,8875.27,9150.62,828.17,915.69,901.2,-144.66,-131.47,-13.19,29.44%,24.33%
2014/10/23,8735.38,8751.67,8714.88,8731.07,8662.11,8704.6,8856.9,9139.61,624.95,824.19,889.28,-136.92,-132.56,-4.36,45.64%,31.43%
2014/10/24,8740.28,8750.42,8629.24,8646.01,8688.74,8672.56,8838.62,9126.26,678.02,712.37,871.73,-134.42,-132.93,-1.49,47.93%,36.93%
2014/10/27,8671.51,8689.67,8607.23,8627.78,8681.67,8664.19,8820.52,9114.79,671.4,689.21,836.15,-133.31,-133.01,-0.31,47.25%,40.37%
2014/10/28,8692.52,8788.28,8692.52,8773.55,8705.45,8664.71,8811.16,9106.57,859.14,732.34,847.64,-121.44,-130.7,9.25,63.12%,47.95%
2014/10/29,8821.85,8903.68,8821.85,8903.68,8736.42,8689.53,8807.99,9099.47,958.22,758.35,837.02,-100.69,-124.7,24.01,75.41%,57.11%
2014/10/30,8890.19,8892.99,8842.8,8888.07,8767.82,8714.97,8802.88,9095.24,816.77,796.71,810.45,-83.7,-116.5,32.8,81.85%,65.36%
2014/10/31,8909.34,8974.76,8885.21,8974.76,8833.57,8761.15,8802.86,9092.42,868.09,834.73,773.55,-63.5,-105.9,42.4,87.90%,72.87%
2014/11/3,9009.38,9029.71,8965.5,9004.86,8908.98,8795.33,8797.79,9090.31,905.68,881.58,785.4,-43.05,-93.33,50.28,89.97%,78.57%
2014/11/4,9030.96,9046.22,8980.96,8989.18,8952.11,8828.78,8792.49,9088.7,757.29,861.21,796.77,-26.53,-79.97,53.44,88.99%,82.04%
2014/11/5,8997.76,9013.06,8941.18,8962.6,8963.89,8850.16,8788.58,9085.2,709.15,811.4,784.87,-15.8,-67.13,51.34,86.31%,83.46%
2014/11/6,8968.79,8979.97,8887.36,8891.02,8964.48,8866.15,8785.37,9080.66,731.47,794.34,795.52,-11.8,-56.07,44.27,79.09%,82.01%
2014/11/7,8881.19,8925.62,8867.78,8912.62,8952.06,8892.81,8782.68,9075.35,687.85,758.29,796.51,-9.14,-46.68,37.54,73.47%,79.16%
2014/11/10,8937.59,9062.89,8937.59,9049.98,8961.08,8935.03,8799.61,9072.34,859.22,749,815.29,2.65,-36.81,39.47,80.53%,79.62%
2014/11/11,9067.54,9069.44,9021.54,9034.14,8970.07,8961.09,8812.9,9069.46,774.15,752.37,806.79,13.04,-26.84,39.88,81.83%,80.35%
2014/11/12,9030.13,9030.13,8894.11,8918.95,8961.34,8962.62,8826.07,9065.75,787.39,768.02,789.71,13.1,-18.85,31.96,63.01%,74.57%
2014/11/13,8947.97,8980.67,8927.09,8980.67,8979.27,8971.88,8843.42,9061.37,701.99,762.12,778.23,15.14,-12.06,27.19,60.67%,69.94%
2014/11/14,8992.4,8996.38,8950.23,8982.88,8993.32,8972.69,8866.92,9056.28,749.58,774.47,766.38,17.42,-6.16,23.58,59.47%,66.45%
2014/11/17,9003.37,9024,8878.38,8884.39,8960.21,8960.64,8877.98,9050.13,740.19,750.66,749.83,14.21,-2.09,16.29,42.39%,58.43%
2014/11/18,8916.08,8944.26,8828.15,8859.07,8925.19,8947.63,8888.21,9041.45,795.28,754.89,753.63,7.92,-0.08,8.01,32.53%,49.80%
2014/11/19,8896.16,8988.64,8879.29,8963.24,8934.05,8947.7,8898.93,9034.33,935.03,784.42,776.22,8.97,1.73,7.24,40.35%,46.65%
2014/11/20,8984.93,9078.87,8984.93,9078.87,8953.69,8966.48,8916.32,9029.08,924.23,828.86,795.49,18.2,5.02,13.18,60.23%,51.18%
2014/11/21,9104.34,9111.18,9071.86,9091.53,8975.42,8984.37,8938.59,9022.51,796.76,838.3,806.38,28.11,9.64,18.47,71.17%,57.84%
2014/11/24,9144.42,9165.71,9104.54,9122.33,9023.01,8991.61,8963.32,9016.57,766.11,843.48,797.07,38.52,15.42,23.11,76.50%,64.06%
2014/11/25,9125.27,9153.55,9098.32,9116.24,9074.44,8999.82,8980.45,9011.24,889.33,862.29,808.59,45.63,21.46,24.17,79.45%,69.19%
2014/11/26,9125.08,9146.04,9112.19,9122.39,9106.27,9020.16,8991.39,9004.73,755.08,826.3,805.36,51.06,27.38,23.68,82.02%,73.47%
2014/11/27,9153.49,9217.73,9153.49,9165.31,9123.56,9038.63,9005.25,9000.82,837.24,808.9,818.88,58.69,33.64,25.05,83.53%,76.82%
2014/11/28,9163.19,9201.8,9158.28,9187.15,9142.68,9059.05,9015.87,8996.43,713.94,792.34,815.32,64.65,39.84,24.8,86.40%,80.01%
2014/12/1,9038.41,9164.54,8998.55,9117.71,9141.76,9082.38,9021.51,8991.25,901.09,819.34,831.41,61.88,44.25,17.63,81.08%,80.37%
2014/12/2,9098.36,9104.84,9009.69,9034.79,9125.47,9099.96,9023.79,8985.03,980.22,837.52,849.9,54.73,46.35,8.39,61.20%,73.98%
2014/12/3,9073.47,9188.32,9045.2,9175.26,9136.04,9121.16,9034.43,8980.7,1158.83,918.26,872.28,56.48,48.37,8.11,67.67%,71.88%
2014/12/4,9212.85,9251.85,9195.15,9225.11,9148,9135.78,9051.13,8978.5,1045.5,959.92,884.41,63.46,51.39,12.07,74.93%,72.89%
2014/12/5,9220.25,9240.51,9192.29,9206.57,9151.89,9147.29,9065.83,8976.56,997.01,1016.53,904.43,67.18,54.55,12.63,77.33%,74.37%
2014/12/8,9231.24,9241.63,9174.51,9187.29,9165.8,9153.78,9072.69,8975.96,925.76,1021.46,920.4,68.22,57.28,10.94,76.39%,75.04%
2014/12/9,9163.43,9177.14,9127.12,9128.9,9184.63,9155.05,9077.43,8974.48,879.66,1001.35,919.43,63.71,58.57,5.14,68.08%,72.72%
2014/12/10,9115.33,9140.49,9015.52,9032.16,9156.01,9146.03,9083.09,8972.79,926.1,954.81,936.53,52.62,57.38,-4.75,49.81%,65.08%
2014/12/11,9003.84,9046.4,8971.53,9013.07,9113.6,9130.8,9084.71,8969.76,812.54,908.21,934.06,39.83,53.87,-14.04,38.15%,56.11%
2014/12/12,9041.54,9084.27,9022.56,9027.33,9077.75,9114.82,9086.94,8966.26,775.98,864.01,940.27,31.69,49.43,-17.74,32.07%,48.09%
2014/12/15,8987.95,8997.08,8943.04,8985.63,9037.42,9101.61,9092,8962.02,772.28,833.31,927.39,19.97,43.54,-23.57,25.97%,40.72%
2014/12/16,8967.82,9031.07,8950.91,8950.91,9001.82,9093.22,9096.59,8958.96,875.62,832.5,916.93,10,36.83,-26.83,18.17%,33.20%
2014/12/17,8961.64,8972.12,8826.03,8828.36,8961.06,9058.53,9089.85,8954.68,1097.64,866.81,910.81,-6.47,28.17,-34.64,12.30%,26.23%
2014/12/18,8912.78,8946.42,8876.88,8878.63,8934.17,9023.89,9079.83,8951.02,898.33,883.97,896.09,-16.8,19.18,-35.98,12.42%,21.63%
2014/12/19,8981.85,9035.77,8953.17,8999.52,8928.61,9003.18,9075.23,8950.81,1102.94,949.36,906.68,-16.57,12.03,-28.6,24.75%,22.67%
2014/12/22,9032.42,9099.85,9024.01,9095,8950.48,8993.95,9073.87,8952.57,810.25,956.95,895.13,-9.71,7.68,-17.39,45.01%,30.12%
2014/12/23,9123.78,9138.15,9093.43,9097.71,8979.84,8990.83,9072.94,8954.85,704.16,922.66,877.58,-1.96,5.75,-7.71,59.02%,39.75%
2014/12/24,9096.48,9186.18,9096.48,9186.18,9051.41,9006.23,9076.13,8958.5,843.71,871.88,869.34,8.67,6.34,2.34,72.68%,50.73%
2014/12/25,9186.83,9198.04,9153.77,9158.7,9107.42,9020.8,9075.8,8961.31,558.31,803.87,843.92,17.19,8.51,8.69,78.26%,59.91%
2014/12/26,9171.91,9214.07,9158.39,9214.07,9150.33,9039.47,9077.15,8965.29,570.82,697.45,823.41,26.29,12.06,14.23,85.51%,68.44%
2014/12/27,9222.47,9228.65,9197.13,9218.5,9175.03,9062.76,9082.18,8967.16,393.35,614.07,785.51,34.36,16.52,17.84,89.50%,75.46%
2014/12/29,9216.43,9313.33,9216.43,9286.28,9212.75,9096.3,9094.76,8970.35,827.63,638.76,780.71,45.07,22.23,22.84,90.93%,80.62%
2014/12/30,9299.1,9338.06,9262.7,9268.43,9229.2,9140.3,9099.42,8974.14,721.44,614.31,743.09,53.65,28.52,25.13,87.93%,83.05%
2014/12/31,9260.46,9307.26,9252.31,9307.26,9258.91,9183.17,9103.53,8980.01,605.11,623.67,713.77,60.49,34.91,25.58,88.68%,84.93%
2015/1/5,9292.31,9292.31,9182.02,9274.11,9270.92,9210.62,9106.9,8985.14,813.45,672.2,684.82,62.13,40.35,21.78,83.74%,84.53%
2015/1/6,9209.93,9209.93,9043.44,9048.34,9236.88,9205.96,9099.95,8990.75,1112.39,816,715.04,49.3,42.14,7.16,56.38%,75.15%
2015/1/7,9051.94,9108.66,9050.54,9080.09,9195.65,9204.2,9097.51,8995.95,968.2,844.12,741.44,38.08,41.33,-3.25,41.73%,64.01%
2015/1/8,9154.03,9246.62,9154.03,9238.03,9189.57,9209.38,9107.81,9005.66,1084.88,916.81,765.56,39.96,41.06,-1.09,49.84%,59.29%
2015/1/9,9247.4,9284.57,9215.58,9215.58,9171.23,9215.07,9117.93,9015.36,989.08,993.6,808.64,42.07,41.26,0.81,52.70%,57.09%
2015/1/12,9198.02,9229.65,9178.3,9178.3,9152.07,9211.49,9125.48,9026.45,842.9,999.49,835.84,39.92,40.99,-1.07,50.39%,54.86%
2015/1/13,9162.77,9253.82,9161.71,9231.8,9188.76,9212.82,9137.79,9035.92,927.35,962.49,889.24,40.07,40.81,-0.74,54.91%,54.87%
2015/1/14,9235.9,9242.2,9161.71,9180.23,9208.79,9202.22,9149.26,9044.68,933.81,955.61,899.86,37.43,40.13,-2.7,53.89%,54.55%
2015/1/15,9197.32,9219.43,9149.1,9165.09,9194.2,9191.88,9166.09,9051.62,895.24,917.68,917.24,33.64,38.83,-5.2,52.22%,53.77%
2015/1/16,9245.77,9256.86,9109.46,9138.29,9178.74,9174.99,9179.08,9058.41,1158.77,951.61,972.61,29.16,36.9,-7.74,47.92%,51.82%
2015/1/19,9183.76,9247.09,9151.82,9174.06,9177.89,9164.98,9187.8,9067.21,895.52,962.14,980.81,27.4,35,-7.6,49.54%,51.06%
2015/1/20,9188.76,9259.31,9177.48,9251.69,9181.87,9185.32,9195.64,9077.61,870.22,950.71,956.6,29.57,33.91,-4.35,60.10%,54.08%
2015/1/21,9283.79,9319.71,9275.68,9319.71,9209.77,9209.28,9206.74,9086.71,1002.07,964.36,959.98,36.8,34.49,2.31,73.40%,60.52%
2015/1/22,9336.81,9386.56,9336.81,9369.51,9250.65,9222.43,9215.9,9094.47,990.05,983.32,950.5,46.58,36.91,9.67,80.22%,67.08%
2015/1/23,9422,9471.8,9422,9470.94,9317.18,9247.96,9231.52,9104.19,1199,991.37,971.49,61.16,41.76,19.4,86.73%,73.63%
2015/1/26,9474.56,9478.53,9436.47,9477.67,9377.9,9277.9,9244.7,9112.57,907.17,993.7,977.92,72.58,47.92,24.66,91.08%,79.45%
2015/1/27,9505.56,9523.73,9471.19,9521.59,9431.88,9306.88,9259.85,9121.18,911.9,1002.04,976.37,84.04,55.15,28.9,93.88%,84.26%
2015/1/28,9503.2,9515.29,9471.31,9510.92,9470.13,9339.95,9271.08,9129.88,833.6,968.34,966.35,91.48,62.41,29.06,94.89%,87.80%
2015/1/29,9479.36,9482.13,9403.75,9426.9,9481.6,9366.13,9279.01,9137.62,835.35,937.4,960.36,90.9,68.11,22.79,87.91%,87.84%
2015/1/30,9452.85,9466.65,9361.91,9361.91,9459.8,9388.49,9281.74,9145.46,873.86,872.38,931.87,85.67,71.62,14.05,76.36%,84.01%
2015/2/2,9368.83,9410.43,9352.19,9386.99,9441.66,9409.78,9287.38,9153.37,730.61,837.07,915.38,80.29,73.36,6.93,65.87%,77.97%
2015/2/3,9394.47,9460.17,9394.47,9448.73,9427.09,9429.49,9307.4,9160.02,778.46,810.38,906.21,79.45,74.58,4.88,63.87%,73.27%
2015/2/4,9477.52,9533.88,9477.52,9513.92,9427.69,9448.91,9329.09,9168.01,982.75,840.21,904.28,83.62,76.38,7.23,72.25%,72.93%
2015/2/5,9511.06,9517.42,9472.42,9512.05,9444.72,9463.16,9342.79,9177.9,744.21,821.98,879.69,85.42,78.19,7.23,77.50%,74.45%
2015/2/6,9521.88,9521.88,9448.65,9456.18,9463.57,9461.69,9354.82,9185.82,728.79,792.96,832.67,83.25,79.2,4.05,70.74%,73.21%
2015/2/9,9465.12,9465.12,9413.18,9421.5,9470.48,9456.07,9366.98,9193.13,664.08,779.66,808.36,77.38,78.84,-1.46,59.88%,68.77%
2015/2/10,9405.59,9435.07,9390.13,9393.7,9459.47,9443.28,9375.08,9201.62,747.99,773.56,791.97,69.73,77.02,-7.29,47.53%,61.69%
2015/2/11,9430.17,9488.72,9430.17,9462.22,9449.13,9438.41,9389.18,9211.67,974.22,771.86,806.03,67.54,75.12,-7.58,51.88%,58.42%
2015/2/12,9496.39,9500.35,9447.19,9496.31,9445.98,9445.35,9405.74,9220.56,769.6,776.94,799.46,66.99,73.5,-6.51,61.02%,59.29%
2015/2/13,9500.04,9542.09,9499.97,9529.51,9460.65,9462.11,9425.3,9228.07,775.83,786.34,789.65,69,72.6,-3.59,71.26%,63.28%
2015/2/24,9582.39,9638.48,9582.39,9629.37,9502.22,9486.35,9448.07,9237.03,1147.87,883.1,831.38,77.34,73.55,3.8,79.62%,68.72%
2015/2/25,9655.72,9699.54,9653.77,9699.54,9563.39,9511.43,9470.46,9246.65,971.95,927.89,850.73,88.44,76.52,11.91,86.41%,74.62%
2015/2/26,9687.48,9688.07,9610.59,9622.1,9595.37,9522.25,9485.58,9255.09,985.96,930.24,851.05,91.94,79.61,12.33,82.60%,77.28%
2015/3/2,9665.11,9690.43,9588.36,9601.36,9616.38,9531.18,9497.17,9263.07,928.3,961.98,869.46,92.41,82.17,10.25,77.82%,77.46%
2015/3/3,9628.06,9642.95,9571.64,9605.77,9631.63,9546.14,9503.91,9270.41,859.87,978.79,882.57,90.63,83.86,6.77,75.11%,76.68%
2015/3/4,9596.24,9635.18,9580.78,9621.73,9630.1,9566.16,9511.12,9277.65,850.82,919.38,901.24,88.86,84.86,4,73.78%,75.71%
2015/3/5,9627.04,9631.04,9564.44,9595.09,9609.21,9586.3,9514.79,9285.61,859.3,896.85,912.37,84.99,84.89,0.1,68.72%,73.38%
2015/3/6,9587.59,9645.77,9574.55,9645.77,9613.94,9604.66,9521.53,9295.79,957.79,891.22,910.73,83.51,84.61,-1.1,70.17%,72.31%
2015/3/9,9617.04,9617.04,9549.76,9562.98,9606.27,9611.32,9528.34,9302.25,867.62,879.08,920.53,77.02,83.09,-6.07,49.72%,64.78%
2015/3/10,9566.25,9583.78,9520.33,9536.53,9592.42,9612.02,9537.07,9307.44,931.35,893.38,936.08,68.76,80.23,-11.46,36.16%,55.24%
2015/3/11,9503.28,9561.81,9472.54,9523.18,9572.71,9601.41,9543.88,9312.72,970.42,917.3,918.34,59.58,76.1,-16.52,31.85%,47.44%
2015/3/12,9537.23,9608.02,9530.74,9596,9572.89,9591.05,9551.24,9319.53,971.63,939.76,918.31,56.7,72.22,-15.52,40.12%,45.00%
2015/3/13,9608.44,9633.51,9579.35,9579.35,9559.61,9586.78,9554.51,9327.04,884.53,925.11,908.16,54.6,68.7,-14.09,47.30%,45.77%
2015/3/16,9583.45,9590.76,9512.91,9512.91,9549.59,9577.93,9554.56,9335.05,839.39,919.46,899.27,47.51,64.46,-16.94,39.30%,43.61%
2015/3/17,9555.1,9629.8,9539.44,9539.44,9550.18,9571.3,9558.72,9343.83,982.32,929.66,911.52,43.78,60.32,-16.54,39.07%,42.10%
2015/3/18,9563.74,9653.43,9561.5,9653.43,9576.23,9574.47,9570.31,9354.26,1075.69,950.71,934,45.82,57.42,-11.6,59.38%,47.86%
2015/3/19,9668.01,9745.59,9668.01,9736.73,9604.37,9588.63,9587.47,9366.78,1182.44,992.87,966.32,54.18,56.77,-2.6,71.84%,55.85%
2015/3/20,9706.35,9749.69,9705.32,9749.69,9638.44,9599.02,9601.84,9380.09,1222.55,1060.48,992.79,61.45,57.71,3.74,81.23%,64.31%
2015/3/23,9759.88,9775.63,9729.81,9758.09,9687.48,9618.54,9614.93,9395.59,1048.95,1102.39,1010.93,67.79,59.73,8.07,85.56%,71.39%
2015/3/24,9759.96,9768.71,9701.33,9731.66,9725.92,9638.05,9625.04,9409.8,975.74,1101.08,1015.37,70.23,61.83,8.4,84.79%,75.86%
2015/3/25,9739.25,9743.58,9653.47,9667.83,9728.8,9652.51,9626.96,9420.94,968.68,1079.67,1015.19,67.33,62.93,4.4,76.18%,75.97%
2015/3/26,9579.63,9619.12,9540.03,9619.12,9705.28,9654.83,9622.94,9429.68,1201.71,1083.53,1038.2,57.61,61.86,-4.26,64.26%,72.07%
2015/3/27,9593.07,9608.44,9503.72,9503.72,9656.08,9647.26,9617.02,9436.44,1143.97,1067.81,1064.15,43.79,58.25,-14.46,42.84%,62.33%
2015/3/30,9533.38,9556.25,9503.53,9521.87,9608.84,9648.16,9613.04,9442.04,925.64,1043.15,1072.77,32.15,53.03,-20.88,30.81%,51.82%
2015/3/31,9568.38,9594.75,9527.87,9586.44,9579.8,9652.86,9612.08,9449.17,1070.6,1062.12,1081.6,26.49,47.72,-21.23,30.70%,44.78%
2015/4/1,9575.11,9575.11,9503.53,9507.66,9547.76,9638.28,9606.37,9454.06,872.45,1042.87,1061.27,17.74,41.72,-23.99,20.97%,36.84%
2015/4/2,9535.98,9628.95,9535.98,9600.32,9544,9624.64,9606.64,9460.43,945.45,991.62,1037.58,16.09,36.6,-20.51,25.84%,33.17%
2015/4/7,9619.97,9653.97,9613.33,9641.9,9571.64,9613.86,9606.44,9466.35,930.42,948.91,1008.36,18.32,32.94,-14.62,34.62%,33.66%
2015/4/8,9646.07,9654.67,9562,9571.97,9581.66,9595.25,9606.89,9471.41,944.61,952.71,997.93,16.06,29.56,-13.51,32.58%,33.30%
2015/4/9,9597.21,9663.05,9559.71,9568.04,9577.98,9578.89,9608.47,9475.76,1008.61,940.31,1001.21,14.07,26.47,-12.4,35.20%,33.93%
2015/4/10,9626.88,9648.34,9582.84,9617.7,9599.99,9573.87,9613.19,9481.48,926.69,951.16,997.02,14.49,24.07,-9.58,47.32%,38.40%
2015/4/13,9622.64,9666.52,9622.59,9666.52,9613.23,9578.61,9616.72,9491.79,867.96,935.66,963.64,17.77,22.81,-5.04,64.88%,47.23%
2015/4/14,9646.28,9664.1,9631.19,9642.22,9613.29,9592.46,9619.86,9501.16,948.29,939.23,944.07,19.28,22.11,-2.82,71.62%,55.36%
2015/4/15,9629.7,9654.15,9508.14,9540.06,9606.91,9594.28,9621.22,9506.19,1144.65,979.24,965.97,13.52,20.39,-6.86,55.22%,55.31%
2015/4/16,9578.71,9656.87,9578.71,9656.87,9624.67,9601.33,9627.09,9513.54,1046.38,986.79,963.55,14.98,19.31,-4.33,68.11%,59.58%
2015/4/17,9608.6,9615.52,9570.93,9570.93,9615.32,9607.65,9622.97,9520.09,991.34,999.72,975.44,11.54,17.75,-6.21,58.62%,59.26%
2015/4/20,9541.83,9572.65,9508.57,9552.85,9592.59,9602.91,9613.77,9525.44,914.61,1009.05,972.36,5.89,15.38,-9.49,48.49%,55.67%
2015/4/21,9554.8,9598.86,9512.64,9533.98,9570.94,9592.11,9602.99,9531.34,944.63,1008.32,973.78,1.26,12.56,-11.3,37.77%,49.70%
2015/4/22,9549.61,9630.79,9549.61,9613,9585.53,9596.22,9595.73,9538.8,1046.85,988.76,984,2.13,10.47,-8.34,47.25%,48.88%
2015/4/23,9655.3,9814.88,9655.3,9797.49,9613.65,9619.16,9599.02,9549.79,1445.26,1068.54,1027.67,15.93,11.56,4.37,62.94%,53.57%
2015/4/24,9839.71,9961.31,9839.71,9913.28,9682.12,9648.72,9611.3,9562.11,1686.37,1207.55,1103.63,37.78,16.81,20.97,71.76%,59.63%
2015/4/27,9941.18,10002.58,9937.04,9973.12,9766.17,9679.38,9629,9574.13,1321.48,1288.92,1148.99,59.62,25.37,34.25,79.19%,66.15%
2015/4/28,9998.08,10014.28,9918.01,9956.83,9850.74,9710.84,9651.65,9584.75,1181.66,1336.33,1172.32,75.25,35.35,39.91,82.34%,71.55%
2015/4/29,9934.82,9978.87,9842.5,9853.83,9898.91,9742.22,9668.25,9592.82,1149.97,1356.95,1172.86,80.32,44.34,35.98,77.65%,73.58%
2015/4/30,9841.15,9894.9,9820.05,9820.05,9903.42,9758.54,9679.93,9598.64,1133.54,1294.61,1181.57,79.91,51.45,28.45,72.30%,73.15%
2015/5/4,9853.51,9871.65,9800.48,9845.04,9889.77,9785.95,9696.8,9604.76,990.35,1155.4,1181.47,78.82,56.93,21.89,70.29%,72.20%
2015/5/5,9849.13,9855.64,9788.13,9820.13,9859.18,9812.68,9707.79,9609.74,919.95,1075.09,1182.01,75.51,60.64,14.86,66.26%,70.22%
2015/5/6,9780.39,9829.43,9735.94,9818.2,9831.45,9841.1,9716.61,9614.86,977.32,1034.22,1185.28,70.41,62.6,7.81,59.30%,66.58%
2015/5/7,9789.82,9789.82,9704.11,9704.11,9801.51,9850.21,9723.21,9619.48,954.22,995.07,1176.01,59.64,62,-2.37,39.53%,57.56%
2015/5/8,9724.29,9760.51,9692,9692,9775.9,9839.66,9729.41,9624.98,847.11,937.79,1116.2,49.21,59.45,-10.23,26.36%,47.16%
2015/5/11,9763.94,9797.19,9635.88,9663.72,9739.63,9814.7,9731.71,9629.59,962.27,932.17,1043.79,38.97,55.35,-16.38,20.02%,38.12%
2015/5/12,9637.71,9702.67,9637.21,9680.73,9711.75,9785.46,9732.42,9633.46,892.37,926.66,1000.88,29.32,50.14,-20.83,17.71%,31.31%
2015/5/13,9697.17,9743.33,9687.66,9724.11,9692.93,9762.19,9736.52,9636.96,964.19,924.03,979.13,24.97,45.11,-20.14,23.16%,28.60%
2015/5/14,9730.33,9734.55,9600.24,9610.83,9674.28,9737.89,9740.06,9638.61,990.01,931.19,963.13,14.84,39.05,-24.22,16.74%,24.64%
2015/5/15,9638.06,9644.83,9552.86,9579.48,9651.77,9713.84,9736.19,9640.67,842.61,930.29,934.04,2.75,31.79,-29.04,14.09%,21.13%
2015/5/18,9603.75,9612.44,9550.76,9606.1,9640.25,9689.94,9737.94,9643.74,934.28,924.69,928.43,-6.38,24.16,-30.54,16.01%,19.42%
2015/5/19,9623.95,9722.8,9623.95,9716.77,9647.46,9679.61,9746.14,9649.13,1084.89,963.2,944.93,-5.38,18.25,-23.63,33.13%,23.99%
2015/5/20,9726.02,9736.09,9662.86,9685.31,9639.7,9666.32,9753.71,9652.84,986.7,967.7,945.86,-4.76,13.65,-18.41,40.29%,29.42%
2015/5/21,9647.53,9647.53,9536.16,9578.56,9633.24,9653.76,9751.98,9654.22,967.95,963.29,947.24,-12.76,8.37,-21.13,32.27%,30.37%
2015/5/22,9606.51,9674.77,9606.51,9638.8,9645.11,9648.44,9744.05,9656.04,997.73,994.31,962.3,-14.54,3.79,-18.32,38.03%,32.93%
2015/5/25,9654.28,9654.28,9589.32,9645.17,9652.92,9646.59,9730.64,9656.3,769.78,961.41,943.05,-16.26,-0.22,-16.04,42.89%,36.25%
2015/5/26,9688.31,9724.36,9649.62,9669.41,9643.45,9645.45,9715.46,9655.8,798.6,904.15,933.67,-13.86,-2.95,-10.91,50.81%,41.10%
2015/5/27,9666.89,9710.29,9648.71,9693.54,9645.1,9642.4,9702.29,9656.99,1021.4,911.09,939.39,-11.16,-4.59,-6.57,60.11%,47.44%
2015/5/28,9741.57,9766.21,9704.93,9712.84,9671.95,9652.6,9695.25,9658.85,1153.9,948.28,955.78,-5.91,-4.86,-1.05,65.68%,53.52%
2015/5/29,9727.59,9747.27,9693,9701.07,9684.41,9664.76,9689.3,9660.44,1437.3,1036.19,1015.25,-2.81,-4.45,1.64,67.68%,58.24%
2015/6/1,9688.13,9692.34,9589.09,9625.69,9680.51,9666.72,9678.33,9660.5,923.38,1066.91,1014.16,-6.53,-4.86,-1.66,58.09%,58.19%
2015/6/2,9619.88,9657.02,9584.56,9614.26,9669.48,9656.47,9668.04,9660.82,1003.19,1107.83,1005.99,-10.62,-6.01,-4.6,50.04%,55.47%
2015/6/3,9617.75,9645.48,9550.44,9556.52,9642.08,9643.59,9654.95,9659.33,1022.45,1108.04,1009.57,-16.91,-8.19,-8.72,34.30%,48.42%
2015/6/4,9537.09,9558.77,9325.01,9348.63,9569.23,9620.59,9637.18,9655.76,1376.06,1152.48,1050.38,-36.17,-13.79,-22.38,24.65%,40.50%
2015/6/5,9328.02,9371.41,9272.94,9340.13,9497.05,9590.73,9619.58,9652.49,1116.62,1088.34,1062.27,-55.96,-22.22,-33.73,20.98%,33.99%
2015/6/8,9324.22,9419.22,9258.98,9368.43,9445.59,9563.05,9604.82,9649.91,961.4,1095.95,1081.43,-69.02,-31.58,-37.44,21.18%,29.72%
2015/6/9,9346.11,9363.52,9191.87,9191.87,9361.12,9515.3,9580.38,9643.17,1088.66,1113.04,1110.44,-87.96,-42.86,-45.1,14.12%,24.52%
2015/6/10,9246.66,9334.5,9246.66,9298.5,9309.51,9475.79,9559.1,9638.49,989.51,1106.45,1107.25,-97.03,-53.69,-43.34,15.81%,21.62%
2015/6/11,9330.99,9358.48,9251.18,9302.49,9300.28,9434.76,9543.68,9634.98,987.94,1028.83,1090.65,-102.3,-63.41,-38.89,17.91%,20.38%
2015/6/12,9304.75,9339.33,9263.41,9301.93,9292.64,9394.85,9529.8,9631.03,832.6,972.02,1030.18,-105.42,-71.81,-33.61,19.83%,20.20%
2015/6/15,9304.66,9324.94,9252.34,9259.48,9270.85,9358.22,9512.47,9624.46,751.84,930.11,1013.03,-108.87,-79.23,-29.65,18.19%,19.53%
2015/6/16,9272.7,9272.7,9177.95,9212.78,9275.04,9318.08,9487.27,9615.73,805.56,873.49,993.26,-114.72,-86.32,-28.4,15.17%,18.07%
2015/6/17,9232.81,9242.22,9170.09,9189.83,9253.3,9281.41,9462.5,9606.4,927.43,861.07,983.76,-119.68,-92.99,-26.68,12.76%,16.30%
2015/6/18,9189.44,9243.84,9187.87,9218.37,9236.48,9268.38,9444.49,9597.4,828.83,829.25,929.04,-120.67,-98.53,-22.14,14.96%,15.86%
2015/6/22,9247.76,9371.48,9247.76,9341.77,9244.45,9268.55,9429.64,9590.9,907.53,844.24,908.13,-111.41,-101.11,-10.3,38.39%,23.37%
2015/6/23,9375.78,9438.39,9375.78,9391.14,9270.78,9270.82,9416.93,9586.29,1006.81,895.23,912.67,-97.03,-100.29,3.26,53.06%,33.26%
2015/6/24,9390.27,9409.44,9364.38,9397.31,9307.68,9291.36,9403.33,9582.6,794.65,893.05,883.27,-85.22,-97.28,12.06,63.60%,43.38%
2015/6/25,9415.78,9500.57,9415.78,9476.34,9364.99,9309.14,9392.47,9582.14,1032.41,914.05,887.56,-68.99,-91.62,22.63,73.29%,53.35%
2015/6/26,9481.95,9489.91,9442.94,9462.57,9413.83,9325.15,9379.96,9581.15,846.29,917.54,873.4,-55.72,-84.44,28.72,78.36%,61.69%
2015/6/29,9358.96,9358.96,9227.11,9236.1,9392.69,9318.57,9356.71,9575.31,942.3,924.49,884.37,-60.63,-79.68,19.05,58.90%,60.76%
2015/6/30,9223.27,9323.02,9204.45,9323.02,9379.07,9324.92,9341.57,9572.23,926.61,908.45,901.84,-61.49,-76.04,14.55,54.69%,58.73%
